collection_no,source_database,collection.authorizer,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,collection.reference_no,10_my_bin
11089,PaleoDB,"A. Miller",,Arctitreta,,kempei,,Streptorhynchus,,kempei,29757,"Permian 3"
11089,PaleoDB,"A. Miller",,Arctitreta,,triangularis,,Streptorhynchus,,triangularis,29757,"Permian 3"
11089,PaleoDB,"A. Miller",,Derbyia,cf.,grandis,,,,,29757,"Permian 3"
11089,PaleoDB,"A. Miller",,Svalbardia,,capitolina,,Chonetes,,capitolinus,29757,"Permian 3"
11089,PaleoDB,"A. Miller",,Costatumulus,cf.,germanicus,,Cancrinella,cf.,germanicus,29757,"Permian 3"
11089,PaleoDB,"A. Miller",,Yakovlevia,,mammata,,Muirwoodia,,mammatus,29757,"Permian 3"
11089,PaleoDB,"A. Miller",,Kochiproductus,,porrectus,,Kochiproductus,,freboldi,29757,"Permian 3"
11089,PaleoDB,"A. Miller",,Waagenoconcha,?,payeri,,,,,29757,"Permian 3"
11089,PaleoDB,"A. Miller",,Waagenoconcha,cf.,irginaeformis,,,,,29757,"Permian 3"
11089,PaleoDB,"A. Miller",,Stenoscisma,cf.,kochi,,,,,29757,"Permian 3"
11089,PaleoDB,"A. Miller",,Rhynchopora,cf.,nikitini,,,,,29757,"Permian 3"
11089,PaleoDB,"A. Miller",,Kasakhstania,"n. sp.",osborni,,Spirifer,"n. sp.",osborni,29757,"Permian 3"
11089,PaleoDB,"A. Miller",,Kaninospirifer,,striatoparadoxus,,Spirifer,,striatoparadoxus,29757,"Permian 3"
11089,PaleoDB,"A. Miller",,Pterospirifer,cf.,alatus,,,,,29757,"Permian 3"
11089,PaleoDB,"A. Miller",,Cleiothyridina,cf.,subexpansa,,,,,29757,"Permian 3"
11089,PaleoDB,"A. Miller",,Dielasma,cf.,plica,,,,,29757,"Permian 3"
11089,PaleoDB,"A. Miller",,Lingula,,freboldi,,Lingula,cf.,arctica,29757,"Permian 3"
11089,PaleoDB,"A. Miller",,Orbiculoidea,,jangarensis,,Orbiculoidea,,sp.,29757,"Permian 3"
11089,PaleoDB,"A. Miller",,Thamnosia,,arctica,,Dictyoclostus,cf.,neoinflatus,29757,"Permian 3"
11089,PaleoDB,"A. Miller",,Septacamera,"n. sp.",opitula,,Stenoscisma,,plicatum,29757,"Permian 3"
11089,PaleoDB,"A. Miller",,Phricodothyris,,sp.,,Squamularia,informal,asiatica,29757,"Permian 3"
11089,PaleoDB,"A. Miller",,Timaniella,,harkeri,?,Pterospirifer,informal,"sp. A",29757,"Permian 3"
11089,PaleoDB,"A. Miller",,Spiriferella,,loveni,,Spiriferella,,saranae,29757,"Permian 3"
11089,PaleoDB,"A. Miller",,Spiriferella,,loveni,,Spiriferella,,keilhavii,29757,"Permian 3"
11223,PaleoDB,"A. Miller",,Wellerella,cf.,osagensis,,,,,4145,
11223,PaleoDB,"A. Miller",,Composita,,subtilita,,,,,4145,
11223,PaleoDB,"A. Miller",,Composita,,mira,,,,,4145,
11223,PaleoDB,"A. Miller",,Composita,,sp.,,,,,4145,
11223,PaleoDB,"A. Miller",,Sphenosteges,,hispidus,,,,,4145,
11223,PaleoDB,"A. Miller",,Sphenosteges,,sp.,,,,,4145,
11223,PaleoDB,"A. Miller",?,Echinauris,,sp.,,,,,4145,
11223,PaleoDB,"A. Miller",?,Liosotella,,sp.,,,,,4145,
11223,PaleoDB,"A. Miller",,Bathymyonia,,sp.,,,,,4145,
11223,PaleoDB,"A. Miller",,Bathymyonia,,nevadensis,,,,,4145,
11223,PaleoDB,"A. Miller",,Yakovlevia,,multistriatus,,Muirwoodia,,multistriatus,4145,
11223,PaleoDB,"A. Miller",,Derbyia,,magna,,,,,4145,
11223,PaleoDB,"A. Miller",,Derbyia,,sp.,,,,,4145,
11223,PaleoDB,"A. Miller",,Komiella,cf.,ostiolata,,Chonetes,cf.,ostiolatus,4145,
11223,PaleoDB,"A. Miller",,Chonetes,,sp.,,,,,4145,
11223,PaleoDB,"A. Miller",,Xestotrema,,pulchrum,,Spiriferina,,pulchra,4145,
11223,PaleoDB,"A. Miller",,Spiriferina,cf.,kentuckensis,,,,,4145,
11223,PaleoDB,"A. Miller",,Spiriferina,,sp.,,,,,4145,
11223,PaleoDB,"A. Miller",,Hustedia,,phosphoriensis,,,,,4145,
11224,PaleoDB,"A. Miller",,Lingula,,sp.,,,,,4145,
11224,PaleoDB,"A. Miller",,Orbiculoidea,,utahensis,,,,,4145,
11224,PaleoDB,"A. Miller",,Orbiculoidea,cf.,utahensis,,,,,4145,
11224,PaleoDB,"A. Miller",,Orbiculoidea,,sp.,,,,,4145,
11224,PaleoDB,"A. Miller",,Composita,cf.,mira,,,,,4145,
11224,PaleoDB,"A. Miller",,Composita,,sp.,,,,,4145,
11224,PaleoDB,"A. Miller",,Neospirifer,,sp.,,,,,4145,
11224,PaleoDB,"A. Miller",?,Liosotella,,sp.,,,,,4145,
11224,PaleoDB,"A. Miller",,Bathymyonia,,nevadensis,,,,,4145,
11224,PaleoDB,"A. Miller",,Bathymyonia,,sp.,,,,,4145,
11224,PaleoDB,"A. Miller",,Cancrinella,cf.,phosphatica,,,,,4145,
11224,PaleoDB,"A. Miller",,Spiriferina,,sp.,,,,,4145,
11225,PaleoDB,"A. Miller",,Orbiculoidea,,sp.,,,,,4145,"Permian 3"
11225,PaleoDB,"A. Miller",,Sphenosteges,,hispidus,,,,,4145,"Permian 3"
11225,PaleoDB,"A. Miller",,Spiriferina,cf.,kentuckensis,,,,,4145,"Permian 3"
11226,PaleoDB,"A. Miller",,Lingula,,sp.,,,,,4145,"Permian 3"
11226,PaleoDB,"A. Miller",,Orbiculoidea,,utahensis,,,,,4145,"Permian 3"
11226,PaleoDB,"A. Miller",,Orbiculoidea,,sp.,,,,,4145,"Permian 3"
11226,PaleoDB,"A. Miller",,Timaniella,,pseudocamerata,,Neospirifer,,pseudocameratus,4145,"Permian 3"
11226,PaleoDB,"A. Miller",,Bathymyonia,,nevadensis,,,,,4145,"Permian 3"
11226,PaleoDB,"A. Miller",,Bathymyonia,,sp.,,,,,4145,"Permian 3"
11226,PaleoDB,"A. Miller",,Derbyia,,sp.,,,,,4145,"Permian 3"
11227,PaleoDB,"A. Miller",,Orbiculoidea,,sp.,,,,,4145,
11227,PaleoDB,"A. Miller",?,Liosotella,,sp.,,,,,4145,
11227,PaleoDB,"A. Miller",,Cancrinella,,sp.,,,,,4145,
11228,PaleoDB,"A. Miller",,Lingula,,sp.,,,,,4145,"Permian 3"
11228,PaleoDB,"A. Miller",,Orbiculoidea,,utahensis,,,,,4145,"Permian 3"
11228,PaleoDB,"A. Miller",,Orbiculoidea,cf.,missouriensis,,,,,4145,"Permian 3"
11228,PaleoDB,"A. Miller",,Orbiculoidea,,sp.,,,,,4145,"Permian 3"
11228,PaleoDB,"A. Miller",,Composita,,sp.,,,,,4145,"Permian 3"
11228,PaleoDB,"A. Miller",,Timaniella,,pseudocamerata,,Neospirifer,,pseudocameratus,4145,"Permian 3"
11228,PaleoDB,"A. Miller",,Bathymyonia,,nevadensis,,,,,4145,"Permian 3"
11228,PaleoDB,"A. Miller",,Antiquatonia,cf.,sulcatus,,,,,4145,"Permian 3"
11228,PaleoDB,"A. Miller",,Cancrinella,cf.,phosphatica,,,,,4145,"Permian 3"
11228,PaleoDB,"A. Miller",,Cancrinella,,sp.,,,,,4145,"Permian 3"
11228,PaleoDB,"A. Miller",,Yakovlevia,,multistriatus,,Muirwoodia,,multistriatus,4145,"Permian 3"
11228,PaleoDB,"A. Miller",,Derbyia,,magna,,,,,4145,"Permian 3"
11228,PaleoDB,"A. Miller",,Derbyia,,sp.,,,,,4145,"Permian 3"
11228,PaleoDB,"A. Miller",,Chonetes,,sp.,,,,,4145,"Permian 3"
11228,PaleoDB,"A. Miller",,Xestotrema,,pulchrum,,Spiriferina,,pulchra,4145,"Permian 3"
11228,PaleoDB,"A. Miller",,Spiriferina,,sp.,,,,,4145,"Permian 3"
11229,PaleoDB,"A. Miller",,Lingula,,carbonaria,,,,,4145,"Permian 3"
11229,PaleoDB,"A. Miller",,Lingula,,sp.,,,,,4145,"Permian 3"
11229,PaleoDB,"A. Miller",,Orbiculoidea,,utahensis,,,,,4145,"Permian 3"
11229,PaleoDB,"A. Miller",,Orbiculoidea,cf.,utahensis,,,,,4145,"Permian 3"
11229,PaleoDB,"A. Miller",,Orbiculoidea,cf.,missouriensis,,,,,4145,"Permian 3"
11229,PaleoDB,"A. Miller",,Orbiculoidea,,sp.,,,,,4145,"Permian 3"
11229,PaleoDB,"A. Miller",,Leiorhynchus,,weeksi,,,,,4145,"Permian 3"
11229,PaleoDB,"A. Miller",,Crurithyris,,arcuatus,,,,,4145,"Permian 3"
11229,PaleoDB,"A. Miller",,Crurithyris,,sp.,,,,,4145,"Permian 3"
11229,PaleoDB,"A. Miller",,Anidanthus,,sp.,,,,,4145,"Permian 3"
11229,PaleoDB,"A. Miller",,Cancrinella,,phosphatica,,,,,4145,"Permian 3"
11229,PaleoDB,"A. Miller",,Cancrinella,cf.,phosphatica,,,,,4145,"Permian 3"
11229,PaleoDB,"A. Miller",,Cancrinella,,sp.,,,,,4145,"Permian 3"
11229,PaleoDB,"A. Miller","""",Chonetes,,sp.,,,,,4145,"Permian 3"
11229,PaleoDB,"A. Miller",,Komiella,,ostiolata,,Chonetes,,ostiolatus,4145,"Permian 3"
11229,PaleoDB,"A. Miller",,Komiella,cf.,ostiolata,,Chonetes,cf.,ostiolatus,4145,"Permian 3"
11229,PaleoDB,"A. Miller","""",Spiriferina,,sp.,,,,,4145,"Permian 3"
11230,PaleoDB,"A. Miller",,Orbiculoidea,,sp.,,,,,4145,
11230,PaleoDB,"A. Miller",,Wellerella,cf.,osagensis,,,,,4145,
11230,PaleoDB,"A. Miller",,Hystriculina,,sp.,,,,,4145,
11231,PaleoDB,"A. Miller",,Lingula,,sp.,,,,,4145,
11231,PaleoDB,"A. Miller",,Orbiculoidea,,sp.,,,,,4145,
11231,PaleoDB,"A. Miller",,Composita,,sp.,,,,,4145,
11231,PaleoDB,"A. Miller",,Juresania,,sp.,,,,,4145,
11231,PaleoDB,"A. Miller",,Chonetes,,sp.,,,,,4145,
11232,PaleoDB,"A. Miller",,Orbiculoidea,,sp.,,,,,4145,"Permian 3"
11232,PaleoDB,"A. Miller",,Composita,cf.,mira,,,,,4145,"Permian 3"
11232,PaleoDB,"A. Miller",,Composita,,sp.,,,,,4145,"Permian 3"
11232,PaleoDB,"A. Miller",,Phricodothyris,,sp.,,,,,4145,"Permian 3"
11232,PaleoDB,"A. Miller",,Sphenosteges,,sp.,,,,,4145,"Permian 3"
11232,PaleoDB,"A. Miller",aff.,Echinauris,,sp.,,,,,4145,"Permian 3"
11232,PaleoDB,"A. Miller",,Derbyia,,sp.,,,,,4145,"Permian 3"
11232,PaleoDB,"A. Miller",,Spiriferina,,sp.,,,,,4145,"Permian 3"
11232,PaleoDB,"A. Miller",,Xestotrema,,pulchrum,,Spiriferina,,pulchra,4145,"Permian 3"
11233,PaleoDB,"A. Miller",,Orbiculoidea,,sp.,,,,,4145,
11233,PaleoDB,"A. Miller",,Rhynchopora,,sp.,,,,,4145,
11234,PaleoDB,"A. Miller",,Lingula,,sp.,,,,,4145,"Permian 3"
11234,PaleoDB,"A. Miller",,Orbiculoidea,,utahensis,,,,,4145,"Permian 3"
11234,PaleoDB,"A. Miller",,Orbiculoidea,cf.,missouriensis,,,,,4145,"Permian 3"
11234,PaleoDB,"A. Miller",,Orbiculoidea,,sp.,,,,,4145,"Permian 3"
11234,PaleoDB,"A. Miller",,Composita,,sp.,,,,,4145,"Permian 3"
11234,PaleoDB,"A. Miller",,Timaniella,,pseudocamerata,,Neospirifer,,pseudocameratus,4145,"Permian 3"
11234,PaleoDB,"A. Miller",,Bathymyonia,,nevadensis,,,,,4145,"Permian 3"
11234,PaleoDB,"A. Miller",,Antiquatonia,cf.,sulcatus,,,,,4145,"Permian 3"
11234,PaleoDB,"A. Miller",,Xestotrema,,pulchrum,,Spiriferina,,pulchra,4145,"Permian 3"
11271,PaleoDB,"A. Miller",,Lingula,,carbonaria,,,,,4145,"Permian 3"
11271,PaleoDB,"A. Miller",,Lingula,,sp.,,,,,4145,"Permian 3"
11271,PaleoDB,"A. Miller",,Orbiculoidea,,utahensis,,,,,4145,"Permian 3"
11271,PaleoDB,"A. Miller",,Orbiculoidea,,sp.,,,,,4145,"Permian 3"
11271,PaleoDB,"A. Miller",,Leiorhynchus,,sp.,,,,,4145,"Permian 3"
11271,PaleoDB,"A. Miller",,Wellerella,,sp.,,,,,4145,"Permian 3"
11271,PaleoDB,"A. Miller",,Crurithyris,cf.,arcuatus,,,,,4145,"Permian 3"
11271,PaleoDB,"A. Miller",,Bathymyonia,cf.,nevadensis,,,,,4145,"Permian 3"
11271,PaleoDB,"A. Miller",,Anidanthus,,echaris,,,,,4145,"Permian 3"
11271,PaleoDB,"A. Miller",,Anidanthus,cf.,echaris,,,,,4145,"Permian 3"
11271,PaleoDB,"A. Miller",,Cancrinella,cf.,phosphatica,,,,,4145,"Permian 3"
11271,PaleoDB,"A. Miller",,Cancrinella,,sp.,,,,,4145,"Permian 3"
11271,PaleoDB,"A. Miller",,Komiella,,ostiolata,,Chonetes,,ostiolatus,4145,"Permian 3"
11271,PaleoDB,"A. Miller",,Komiella,cf.,ostiolata,,Chonetes,cf.,ostiolatus,4145,"Permian 3"
11271,PaleoDB,"A. Miller",,Chonetes,,sp.,,,,,4145,"Permian 3"
11271,PaleoDB,"A. Miller",,Rhynchopora,,sp.,,,,,4145,"Permian 3"
11271,PaleoDB,"A. Miller",,Hustedia,,sp.,,,,,4145,"Permian 3"
11272,PaleoDB,"A. Miller",,Lingula,,sp.,,,,,4145,
11272,PaleoDB,"A. Miller",,Orbiculoidea,,utahensis,,,,,4145,
11272,PaleoDB,"A. Miller",,Orbiculoidea,cf.,missouriensis,,,,,4145,
11272,PaleoDB,"A. Miller",,Wellerella,,sp.,,,,,4145,
11272,PaleoDB,"A. Miller",,Composita,,subtilita,,,,,4145,
11272,PaleoDB,"A. Miller",,Composita,,sp.,,,,,4145,
11272,PaleoDB,"A. Miller",,Hystriculina,,sp.,,,,,4145,
11272,PaleoDB,"A. Miller",,Peniculauris,,ivesi,,Squamaria,,ivesi,4145,
11272,PaleoDB,"A. Miller",,Squamaria,,sp.,,,,,4145,
11272,PaleoDB,"A. Miller",,Rugatia,,occidentalis,,,,,4145,
11272,PaleoDB,"A. Miller",,Anidanthus,cf.,echaris,,,,,4145,
11272,PaleoDB,"A. Miller",,Derbyia,,sp.,,,,,4145,
11272,PaleoDB,"A. Miller",,Chonetes,,sp.,,,,,4145,
11272,PaleoDB,"A. Miller",,Rhynchopora,,sp.,,,,,4145,
11272,PaleoDB,"A. Miller",,Xestotrema,,pulchrum,,Spiriferina,,pulchra,4145,
11272,PaleoDB,"A. Miller",,Hustedia,,sp.,,,,,4145,
11272,PaleoDB,"A. Miller",,Anidanthus,,sp.,,,,,4145,
11273,PaleoDB,"A. Miller",,Lingula,,sp.,,,,,4145,
11273,PaleoDB,"A. Miller",,Orbiculoidea,,utahensis,,,,,4145,
11273,PaleoDB,"A. Miller",,Orbiculoidea,,sp.,,,,,4145,
11273,PaleoDB,"A. Miller",,Wellerella,cf.,osagensis,,,,,4145,
11273,PaleoDB,"A. Miller",,Wellerella,,sp.,,,,,4145,
11273,PaleoDB,"A. Miller",,Composita,,spp.,,,,,4145,
11273,PaleoDB,"A. Miller",aff.,Echinauris,,sp.,,,,,4145,
11273,PaleoDB,"A. Miller",,Derbyia,,sp.,,,,,4145,
11273,PaleoDB,"A. Miller",,Leptodus,,sp.,,,,,4145,
11273,PaleoDB,"A. Miller",,Komiella,,ostiolata,,Chonetes,,ostiolatus,4145,
11273,PaleoDB,"A. Miller",,Chonetes,,sp.,,,,,4145,
11273,PaleoDB,"A. Miller",,Hustedia,,sp.,,,,,4145,
11275,PaleoDB,"A. Miller",,Orbiculoidea,cf.,missouriensis,,,,,4145,
11275,PaleoDB,"A. Miller",,Orbiculoidea,,sp.,,,,,4145,
11275,PaleoDB,"A. Miller",,Komiella,cf.,ostiolata,,Chonetes,cf.,ostiolatus,4145,
11276,PaleoDB,"A. Miller",,Lingula,,sp.,,,,,4145,"Permian 3"
11276,PaleoDB,"A. Miller",,Wellerella,,sp.,,,,,4145,"Permian 3"
11276,PaleoDB,"A. Miller",,Composita,,sp.,,,,,4145,"Permian 3"
11276,PaleoDB,"A. Miller",aff.,Echinauris,,sp.,,,,,4145,"Permian 3"
11276,PaleoDB,"A. Miller",,Derbyia,,sp.,,,,,4145,"Permian 3"
11276,PaleoDB,"A. Miller",,Chonetes,,sp.,,,,,4145,"Permian 3"
11277,PaleoDB,"A. Miller",,Orbiculoidea,,sp.,,,,,4145,"Permian 3"
11278,PaleoDB,"A. Miller",,Lingula,,sp.,,,,,4145,
11278,PaleoDB,"A. Miller",,Orbiculoidea,,sp.,,,,,4145,
11278,PaleoDB,"A. Miller",,Composita,,sp.,,,,,4145,
11279,PaleoDB,"A. Miller",,Lingula,,sp.,,,,,4145,"Permian 3"
11279,PaleoDB,"A. Miller",,Orbiculoidea,,utahensis,,,,,4145,"Permian 3"
11279,PaleoDB,"A. Miller",,Orbiculoidea,,sp.,,,,,4145,"Permian 3"
11279,PaleoDB,"A. Miller",,Wellerella,cf.,osagensis,,,,,4145,"Permian 3"
11279,PaleoDB,"A. Miller",,Composita,,sp.,,,,,4145,"Permian 3"
11279,PaleoDB,"A. Miller",,Timaniella,,pseudocamerata,,Neospirifer,,pseudocameratus,4145,"Permian 3"
11279,PaleoDB,"A. Miller",,Neospirifer,,sp.,,,,,4145,"Permian 3"
11279,PaleoDB,"A. Miller",,Sphenosteges,,sp.,,,,,4145,"Permian 3"
11279,PaleoDB,"A. Miller",,Squamaria,,sp.,,,,,4145,"Permian 3"
11280,PaleoDB,"A. Miller",,Orbiculoidea,,sp.,,,,,4145,"Permian 3"
11281,PaleoDB,"A. Miller",,Lingula,,sp.,,,,,4145,
11281,PaleoDB,"A. Miller",,Composita,,spp.,,,,,4145,
11281,PaleoDB,"A. Miller",,Neospirifer,,sp.,,,,,4145,
11281,PaleoDB,"A. Miller",,Hystriculina,cf.,wabashensis,,,,,4145,
11281,PaleoDB,"A. Miller",,Hystriculina,,sp.,,,,,4145,
11281,PaleoDB,"A. Miller",,Juresania,,sp.,,,,,4145,
11281,PaleoDB,"A. Miller",,Derbyia,,sp.,,,,,4145,
11281,PaleoDB,"A. Miller",,Chonetes,,sp.,,,,,4145,
11283,PaleoDB,"A. Miller",,Lingula,,carbonaria,,,,,4145,
11283,PaleoDB,"A. Miller",,Leiorhynchus,,sp.,,,,,4145,
11283,PaleoDB,"A. Miller",,Composita,cf.,mira,,,,,4145,
11283,PaleoDB,"A. Miller",,Composita,,sp.,,,,,4145,
11283,PaleoDB,"A. Miller",,Echinauris,,sp.,,,,,4145,
11283,PaleoDB,"A. Miller",aff.,Liosotella,,sp.,,,,,4145,
11283,PaleoDB,"A. Miller",,Kochiproductus,cf.,longus,,,,,4145,
11283,PaleoDB,"A. Miller",,Kochiproductus,,sp.,,,,,4145,
11283,PaleoDB,"A. Miller",,Bathymyonia,cf.,nevadensis,,,,,4145,
11283,PaleoDB,"A. Miller",,Antiquatonia,cf.,sulcatus,,,,,4145,
11283,PaleoDB,"A. Miller",,Anidanthus,,echaris,,,,,4145,
11283,PaleoDB,"A. Miller",,Cancrinella,,sp.,,,,,4145,
11283,PaleoDB,"A. Miller",,Yakovlevia,,multistriatus,,Muirwoodia,,multistriatus,4145,
11283,PaleoDB,"A. Miller",,Derbyia,,sp.,,,,,4145,
11284,PaleoDB,"A. Miller",,Orbiculoidea,,sp.,,,,,4145,"Permian 3"
11284,PaleoDB,"A. Miller",,Composita,,sp.,,,,,4145,"Permian 3"
11284,PaleoDB,"A. Miller",,Timaniella,,pseudocamerata,,Neospirifer,,pseudocameratus,4145,"Permian 3"
11284,PaleoDB,"A. Miller",,Neospirifer,,sp.,,,,,4145,"Permian 3"
11284,PaleoDB,"A. Miller",,Sphenosteges,,sp.,,,,,4145,"Permian 3"
11285,PaleoDB,"A. Miller",,Lingula,,sp.,,,,,4145,"Permian 3"
11285,PaleoDB,"A. Miller",,Orbiculoidea,cf.,missouriensis,,,,,4145,"Permian 3"
11285,PaleoDB,"A. Miller",,Orbiculoidea,,sp.,,,,,4145,"Permian 3"
11285,PaleoDB,"A. Miller",,Leiorhynchus,,weeksi,,,,,4145,"Permian 3"
11285,PaleoDB,"A. Miller",,Leiorhynchus,cf.,weeksi,,,,,4145,"Permian 3"
11285,PaleoDB,"A. Miller",,Leiorhynchus,,sp.,,,,,4145,"Permian 3"
11285,PaleoDB,"A. Miller",,Composita,cf.,subtilita,,,,,4145,"Permian 3"
11285,PaleoDB,"A. Miller",,Composita,,sp.,,,,,4145,"Permian 3"
11285,PaleoDB,"A. Miller",,Neospirifer,,sp.,,,,,4145,"Permian 3"
11285,PaleoDB,"A. Miller",,Crurithyris,,arcuatus,,,,,4145,"Permian 3"
11285,PaleoDB,"A. Miller",,Crurithyris,cf.,arcuatus,,,,,4145,"Permian 3"
11285,PaleoDB,"A. Miller",,Crurithyris,,sp.,,,,,4145,"Permian 3"
11285,PaleoDB,"A. Miller",,Anidanthus,,echaris,,,,,4145,"Permian 3"
11285,PaleoDB,"A. Miller",,Anidanthus,cf.,echaris,,,,,4145,"Permian 3"
11285,PaleoDB,"A. Miller",,Anidanthus,,sp.,,,,,4145,"Permian 3"
11285,PaleoDB,"A. Miller",,Cancrinella,,phosphatica,,,,,4145,"Permian 3"
11285,PaleoDB,"A. Miller",,Cancrinella,cf.,phosphatica,,,,,4145,"Permian 3"
11285,PaleoDB,"A. Miller",,Cancrinella,,spp.,,,,,4145,"Permian 3"
11285,PaleoDB,"A. Miller",,Komiella,,ostiolata,,Chonetes,,ostiolatus,4145,"Permian 3"
11285,PaleoDB,"A. Miller",,Komiella,cf.,ostiolata,,Chonetes,cf.,ostiolatus,4145,"Permian 3"
11285,PaleoDB,"A. Miller",,Chonetes,,spp.,,,,,4145,"Permian 3"
11285,PaleoDB,"A. Miller",,Rhynchopora,cf.,taylori,,,,,4145,"Permian 3"
11285,PaleoDB,"A. Miller",,Rhynchopora,,sp.,,,,,4145,"Permian 3"
11285,PaleoDB,"A. Miller",,Spiriferina,,sp.,,,,,4145,"Permian 3"
11286,PaleoDB,"A. Miller",,Orbiculoidea,cf.,missouriensis,,,,,4145,
11286,PaleoDB,"A. Miller",,Leiorhynchus,,weeksi,,,,,4145,
11286,PaleoDB,"A. Miller",,Leiorhynchus,,sp.,,,,,4145,
11286,PaleoDB,"A. Miller",,Composita,,sp.,,,,,4145,
11286,PaleoDB,"A. Miller",,Juresania,,sp.,,,,,4145,
11286,PaleoDB,"A. Miller",,Cancrinella,,sp.,,,,,4145,
11286,PaleoDB,"A. Miller",,Chonetes,,sp.,,,,,4145,
11286,PaleoDB,"A. Miller",,Rhynchopora,cf.,taylori,,,,,4145,
11286,PaleoDB,"A. Miller",,Rhynchopora,,sp.,,,,,4145,
11286,PaleoDB,"A. Miller",,Hustedia,,sp.,,,,,4145,
11961,PaleoDB,"T. Olszewski",,Squamaria,,sp.,,,,,16473,"Permian 2"
11961,PaleoDB,"T. Olszewski",,Composita,,mexicana,,,,,16473,"Permian 2"
11961,PaleoDB,"T. Olszewski",,Cleiothyridina,,sp.,,,,,16473,"Permian 2"
11962,PaleoDB,"T. Olszewski",,Peniculauris,,ivesi,,Squamaria,,ivesi,16473,"Permian 2"
11962,PaleoDB,"T. Olszewski",,Composita,,sp.,,,,,16473,"Permian 2"
11962,PaleoDB,"T. Olszewski",,Dielasma,,phosphoriense,,Dielasma,,phosphoriensis,16473,"Permian 2"
11962,PaleoDB,"T. Olszewski",?,Pontisia,,sp.,,,,,16473,"Permian 2"
11963,PaleoDB,"T. Olszewski",,Costellarina,,sp.,,,,,3837,"Permian 2"
11964,PaleoDB,"T. Olszewski",,Meekella,,attenuata,,,,,16473,"Permian 2"
11964,PaleoDB,"T. Olszewski",,Peniculauris,,ivesi,,Squamaria,,ivesi,16473,"Permian 2"
11964,PaleoDB,"T. Olszewski",,Composita,,mexicana,,,,,16473,"Permian 2"
11964,PaleoDB,"T. Olszewski",,Rhynoleichus,,weeksi,,Bryorhynchus,,weeksi,16473,"Permian 2"
11964,PaleoDB,"T. Olszewski",,Wilberrya,,fragilis,,,,,16473,"Permian 2"
12109,PaleoDB,"A. Miller",,Orbiculoidea,,sp.,,,,,4157,"Permian 1"
12109,PaleoDB,"A. Miller",,Crurithyris,,sp.,,,,,4157,"Permian 1"
12109,PaleoDB,"A. Miller",,Lissochonetes,,sp.,,,,,4157,"Permian 1"
12111,PaleoDB,"A. Miller",,Orbiculoidea,,sp.,,,,,4157,"Permian 1"
12113,PaleoDB,"A. Miller",,Wellerella,,sp.,,,,,4157,"Permian 1"
12113,PaleoDB,"A. Miller",,Crurithyris,,expansa,,,,,4157,"Permian 1"
12113,PaleoDB,"A. Miller",,Composita,,subtilita,,,,,4157,"Permian 1"
12113,PaleoDB,"A. Miller",,Hystriculina,,wabashensis,,Marginifera,,wabashensis,4157,"Permian 1"
12113,PaleoDB,"A. Miller",,Linoproductus,,sp.,,,,,4157,"Permian 1"
12113,PaleoDB,"A. Miller",,Hustedia,,mormoni,,,,,4157,"Permian 1"
12114,PaleoDB,"A. Miller",,Wellerella,,osagensis,,,,,4157,"Permian 1"
12114,PaleoDB,"A. Miller",,Crurithyris,,expansa,,,,,4157,"Permian 1"
12114,PaleoDB,"A. Miller",,Composita,,subtilita,,,,,4157,"Permian 1"
12114,PaleoDB,"A. Miller",,Hystriculina,,wabashensis,,Marginifera,,wabashensis,4157,"Permian 1"
12114,PaleoDB,"A. Miller",,Rhipidomella,,carbonaria,,,,,4157,"Permian 1"
12114,PaleoDB,"A. Miller",,Hustedia,,mormoni,,,,,4157,"Permian 1"
12115,PaleoDB,"A. Miller",,Wellerella,,truncata,,,,,4157,"Permian 1"
12115,PaleoDB,"A. Miller",,Crurithyris,,expansa,,,,,4157,"Permian 1"
12115,PaleoDB,"A. Miller",,Composita,,subtilita,,,,,4157,"Permian 1"
12116,PaleoDB,"A. Miller",,Neospirifer,,sp.,,,,,4157,"Permian 1"
12116,PaleoDB,"A. Miller",,Composita,,sp.,,,,,4157,"Permian 1"
12116,PaleoDB,"A. Miller",,Meekella,,sp.,,,,,4157,"Permian 1"
12116,PaleoDB,"A. Miller",,Neochonetes,,granulifer,,Chonetes,,granulifer,4157,"Permian 1"
12116,PaleoDB,"A. Miller",,Reticulatia,,huecoensis,,Dictyoclostus,,huecoensis,4157,"Permian 1"
12116,PaleoDB,"A. Miller",,Hystriculina,,wabashensis,,Marginifera,,wabashensis,4157,"Permian 1"
12116,PaleoDB,"A. Miller",aff.,Kutorginella,,lasallensis,aff.,Marginifera,,lasallensis,4157,"Permian 1"
12117,PaleoDB,"A. Miller",,Orbiculoidea,,sp.,,,,,4157,"Permian 1"
12117,PaleoDB,"A. Miller",,Reticulatia,,huecoensis,,Dictyoclostus,,huecoensis,4157,"Permian 1"
12118,PaleoDB,"A. Miller",,Composita,,subtilita,,,,,4157,"Permian 1"
12118,PaleoDB,"A. Miller",,Derbyia,,sp.,,,,,4157,"Permian 1"
12118,PaleoDB,"A. Miller",,Cancrinella,,boonensis,,,,,4157,"Permian 1"
12118,PaleoDB,"A. Miller",,Hustedia,,sp.,,,,,4157,"Permian 1"
12186,PaleoDB,"A. Miller",,Neospirifer,,dunbari,,,,,4157,"Permian 1"
