**************************************************************************************************************
Data downloaded from FRED (http://www.fred.org.nz) on August 5, 2014
FRED is the computer database for the NZ Fossil Record File (FRF), which is a nationally significant database administrated by GSNZ and GNS Science                                
Please acknowledge use of this data in publications, reports and presentations.                               
**************************************************************************************************************

********
Paleontology
********
FR Number	Yard FR Number	Locality Type	Field Number/Drillhole Name	Depth From	Depth To	Depth Unit	Drill Type	Identifiers	Identification Date	Stage Lower	Lower Modifier	Stage Upper	Upper Modifier	Age Start	Age Stop	Stage Comments	nLab Number	Collection Comments
H46/f8654	S179/f0654	Outcrop	1433 JDC					Campbell, J.D.; 		Etalian	?			245.5	238.0			Conchostracan = aptychus. Many red-pink spherical granular non-calcareous bodies. Plant impressions with 2 distinct fern-like pinules.	
H46/f8702	S179/f0702	Outcrop	544					Force, E.R; 	January 19, 1969	Etalian	?			245.5	238.0	Based entirely on regional stratigraphy.			
H46/f8706	S179/f0706	Outcrop	EF 583, JDC 2276					Campbell, J.D.; 		Etalian	?			245.5	238.0		Otago U OU 18094		
I36/f0018		Outcrop						Waterhouse, J.B.; 	November 24, 1985	Mangapirian				285.0	276.0			Taeniothaerus only in YAm, but Echinalosia prideri zone.	
J36/f0006B		Outcrop	AKvD101					van Dusschoten, Andrei; 	November 5, 1999	Etalian				245.5	238.0	Confirmed by Mellarium.		Three taxa listed could not be found or assigned to any group known; '?Suosurellidae sp.' '?Placatula sp.' and 'Strelochondria' sp.'. Burrows also noted.	
J36/f0093		Outcrop	AKvD102					van Dusschoten, Andrei; 		Etalian				245.5	238.0			mostly (all) brachs	
J36/f0094		Outcrop	AKvD103					van Dusschoten, Andrei; 	November 5, 1999	Etalian				245.5	238.0			Material collected from about 20m of stratigraphic thickness. Also, some nearby float material clearly from the locality is grouped with this collection.	
J36/f0098		Outcrop	AKvD107					van Dusschoten, Andrei; 	November 5, 1999	Etalian				245.5	238.0				
J36/f0105		Outcrop	AKvD115					van Dusschoten, Andrei; 	November 5, 1999	Etalian				245.5	238.0	Confirmed by presence of Mellarium 			
M25/f9562	S8/f0562	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 9387	BIVALVE DETERMINATIONS PUBLISHED WATERHOUSE 1969, PAL.BULL. 41;. BRACHIOPOD DETERMINATIONS PUBLISHED WATERHOUSE 1982, PAL.BULL. 48.	
N28/f0056		Outcrop	N28/174					Campbell, H.J.; 	February 8, 1982	Etalian	?			245.5	238.0		GNS GS 12443		
N28/f0056		Outcrop	N28/174					Campbell, H.J.; 	February 8, 1983	Etalian	?			245.5	238.0		GNS GS 12443		
N28/f0056		Outcrop	N28/174					Begg, J.G.; 	November 24, 1983	Etalian	?			245.5	238.0		GNS GS 12443		
N28/f0063B		Outcrop						Campbell, H.J.; 	September 23, 1980	Etalian				245.5	238.0		GNS GS 12450		
N28/f0063C		Outcrop	SO.917					Owen, S.R.; 	February 18, 1991	Etalian				245.5	238.0			Type locality for Etalia johnstoni	
N28/f0094		Outcrop						Campbell, H.J.; 	May 23, 1980	Etalian				245.5	238.0		GNS GS 12621		
N28/f0095		Outcrop						Campbell, H.J.; 	May 22, 1980	Etalian				245.5	238.0		GNS GS 12622	Conulariida. Leaf fossils. Wood and stem fragments.	
N28/f0095		Outcrop						Raine, J.I.; 	June 10, 1980	Etalian				245.5	238.0	From macrofauna.	GNS B 1165	Secondary venation little dichotomized; distinct angle of margin at upper third of leaf; lower part tapers to petiole; 18-23 by c. 45 mm complete.	
N28/f0095		Outcrop						MacFarlan, D.; 	1992	Etalian				245.5	238.0		GNS GS 12622	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp.	
N28/f0095E		Outcrop	D16, D2					MacFarlan, D.A.B.; 	February 1982	Etalian				245.5	238.0	Good upper Etalian brachiopod fauna, similar to that at some Wairaki localities	D2, D16	Some material (D2) collected during GSNZ conference field trip, 21/11/81; led by H.J, Campbell	
N28/f0095E		Outcrop	D16, D2					MacFarlan, D.; 	1992	Etalian				245.5	238.0		Otago U OU McF D2, D16	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp.	
N28/f0096		Outcrop						Campbell, H.J.; 		Etalian				245.5	238.0		GNS GS 12623	DETERMINATION IN APPENDIX 1 (NOT PUBLISHED) TO NZJGG 28: 725-741.	
N28/f0096		Outcrop						MacFarlan, D.; 	1992	Etalian				245.5	238.0		GNS GS 12623	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp.	
N28/f0097		Outcrop						Campbell, H.J.; 	May 21, 1980	Etalian				245.5	238.0		GNS GS 12624	Two indet. gastropod forms plus trochid gastropod. Orthocone nautiloid. Crinoids - ?two species or forms present. Plant fragments.	
N28/f0097		Outcrop						MacFarlan, D.; 	1992	Etalian				245.5	238.0		GNS GS 12624	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp.	
N28/f0098		Outcrop						Campbell, H.J.; 	May 22, 1980	Etalian				245.5	238.0		GNS GS 12625	DETERMINATION IN APPENDIX 1 (NOT PUBLISHED) NZJGG 28: 725-741.	
N28/f0102A		Outcrop	SRO.832					Owen, S.R.; 	February 24, 1991	Etalian				245.5	238.0			RICHMOND GROUP	
N28/f0147		Outcrop	D18					MacFarlan, D.A.B.; 	March 1982	Etalian				245.5	238.0	Upper Ge	D18		
N28/f0147		Outcrop	D18					MacFarlan, D.; 	1992	Etalian				245.5	238.0		Otago U OU McF D18	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp.	
N28/f0164		Outcrop	JDC2722					Campbell, J.D.; 	December 1971	Etalian				245.5	238.0				
N28/f0164		Outcrop	JDC2722					MacFarlan, D.; 	1992	Etalian				245.5	238.0		Otago U OU JDC 2722	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp.	
N28/f0165		Outcrop	JDC2723					Campbell, J.D.; 	December 1971	Etalian				245.5	238.0			ALSO CRINOIDEA	
N28/f0165		Outcrop	JDC2723					MacFarlan, D.; 	1992	Oretian	?			229.0	221.0		Otago U OU JDC 2723	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp.	
N28/f0175		Outcrop	S.O. 42					Owen, S.R.; 	February 18, 1991	Etalian				245.5	238.0				
N28/f0180		Outcrop	SO 41					Owen, S.R.; 	February 18, 1991	Etalian				245.5	238.0				
N28/f0181		Outcrop	SRO 43					Owen, S.R.; 	December 24, 1991	Etalian				245.5	238.0				
N28/f0182		Outcrop	SO 51					Owen, S.R.; 	February 18, 1991	Etalian				245.5	238.0				
N28/f0183		Outcrop	SRO 58					Owen, S.R.; 	February 24, 1991	Etalian				245.5	238.0				
N28/f0184		Outcrop	SRO 63					Owen, S.R.; 	February 24, 1991	Etalian				245.5	238.0				
N28/f0185		Outcrop	SRO 69					Owen, S.R.; 	March 1, 1991	Etalian				245.5	238.0				
N28/f0186		Outcrop	SRO 74					Owen, S.R.; 	March 1, 1991	Etalian				245.5	238.0				
N28/f0187		Outcrop	SRO 115					Owen, S.R.; 	February 18, 1991	Etalian				245.5	238.0				
N28/f0188		Outcrop	SRO 118					Owen, S.R.; 	February 19, 1991	Etalian				245.5	238.0				
N28/f0189		Outcrop	SO 119					Begg, J.G.; 	September 14, 1990	Etalian				245.5	238.0				
N28/f0189		Outcrop	SO 119					Begg, J.G.; 	September 14, 1990	Etalian				245.5	238.0			Also Gastropoda cf. Proconulinae n.gen. n.sp. of Begg 1981	
N28/f0190		Outcrop	SRO 121					Owen, S.R.; 	February 1989	Etalian				245.5	238.0				
N28/f0191		Outcrop	123					Owen, S.R.; 	February 18, 1991	Etalian				245.5	238.0	largely from field relations as specimens poor			
N28/f0192		Outcrop	SRO 125					Owen, S.R.; 	February 19, 1991	Etalian				245.5	238.0				
N28/f0197		Outcrop	SRO 455					Owen, S.R.; 	February 21, 1991	Etalian				245.5	238.0	material a bit poor, only one specimen.			
N28/f0199		Outcrop	SRO 482					Owen, S.R.; 	February 21, 1991	Etalian				245.5	238.0				
N28/f0200		Outcrop	SRO 487					Owen, S.R.; 	February 21, 1991	Etalian				245.5	238.0				
N28/f0211		Outcrop	SRO 824					Owen, S.R.; 	February 18, 1991	Etalian				245.5	238.0				
N28/f0212		Outcrop	SRO 846					Owen, S.R.; 	February 24, 1991	Etalian				245.5	238.0			Also Ammonoidea cf. Popanoceritidae.	
N28/f0215		Outcrop	SRO 861					Owen, S.R.; 	February 21, 1991	Etalian				245.5	238.0				
N28/f0218		Outcrop	SRO 891					Owen, S.R.; 	February 24, 1991	Etalian				245.5	238.0				
N28/f0222		Outcrop	SRO 911					Owen, S.R.; 	February 25, 1991	Etalian				245.5	238.0				
N28/f0244		Outcrop	SRO 1318					Owen, S.R.; 	February 26, 1991	Etalian				245.5	238.0				
N28/f0268		Outcrop	1621					Owen, S.R.; 	November 15, 1994	Etalian				245.5	238.0			also: ?fish bone (fine)	
N28/f0269		Outcrop	SRO 1630					Owen, S.R.; 	November 14, 1994	Etalian				245.5	238.0				
N28/f6518	S19/f0518	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 9352	DETERMINATIONS PUBLISHED WATERHOUSE 1982, PAL.BULL. 48.	
N28/f6519	S19/f0519	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 9353	DETERMINATIONS PUBLISHED WATERHOUSE 1982, PAL.BULL. 48.	
N28/f7447	S20/f0447	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 9187	BRACHIOPOD DETERMINATIONS PUBLISHED WATERHOUSE 1967, NZJGG 10: 74-118; WATERHOUSE 1964, PAL.BULL. 35: WATERHOUSE 1982, PAL.BULL. 48. GASTROPOD DETERMINATIONS PUBLISHED WATERHOUSE 1963, NZJGG 6 (4): 587-622.	
N28/f7457	S20/f0457	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 388	DETERMINATIONS PUBLISHED WATERHOUSE 1964, PAL.BULL. 35; WATERHOUSE 1967, NZJGG 10: 74-118; WATERHOUSE 1982, PAL.BULL. 48.	
N28/f7458	S20/f0458	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 389	DETERMINATIONS PUBLISHED WATERHOUSE 1964, PAL.BULL. 35; WATERHOUSE 1982, PAL. BULL. 48.	
N28/f7474	S20/f0474	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 441	DETERMINATIONS PUBLISHED WATERHOUSE 1964, PAL.BULL. 35; WATERHOUSE 1967, NZJGG 10: 74-118; WATERHOUSE 1982, PAL.BULL. 48. WATERHOUSE 1982, PAL.BULL. 49.	
N28/f7477	S20/f0477	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 473	DETERMINATIONS PUBLISHED WATERHOUSE 1964, PAL.BULL. 35; WATERHOUSE 1967, NZJGG 10: 74-118; WATERHOUSE 1982, PAL.BULL. 48.	
N28/f7500	S20/f0500	Outcrop						Marwick, J.; 									GNS GS 3716		
N28/f7500	S20/f0500	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 397	BRACHIOPOD DETERMINATIONS PUBLISHED WATERHOUSE 1964, PAL.BULL. 35; WATERHOUSE 1982, PAL.BULL. 48. GASTROPOD DETERMINATIONS PUBLISHED WATERHOUSE 1963, NZJGG 6: 587-622.	
N28/f7509	S20/f0509	Outcrop						Begg, J.G.; 	October 20, 1983	Etalian				245.5	238.0		GNS GS 4545	BONE FRAGMENT IN COLLECTION.	
N28/f7523	S20/f0523	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 4590	BRACHIOPOD DETERMINATIONS PUBLISHED WATERHOUSE 1964, PAL.BULL. 35; WATERHOUSE 1967, NZJGG 10: 74-118; WATERHOUSE 1982, PAL.BULL. 48. GASTROPOD DETERMINATIONS PUBLISHED WATERHOUSE 1963, NZJGG 6 (4): 587-622.	
N28/f7533	S20/f0533	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 4596	DETERMINATIONS PUBLISHED WATERHOUSE 1964, PAL.BULL. 35; WATERHOUSE 1967, NZJGG 10: 74-118; WATERHOUSE 1982, PAL.BULL. 48.	
N28/f7554	S20/f0554	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 4853	DETERMINATIONS PUBLISHED WATERHOUSE 1964, PAL.BULL. 35; WATERHOUSE 1982, PAL.BULL. 48.	
N28/f7630	S20/f0630	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 7641	DETERMINATIONS PUBLISHED WATERHOUSE 1964, PAL.BULL. 35; WATERHOUSE 1982, PAL.BULL. 48.	
N28/f7669	S20/f0669	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 7797	DETERMINATIONS PUBLISHED WATERHOUSE 1982, PAL.BULL. 48.	
N28/f7672	S20/f0672	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 7799	DETERMINATIONS PUBLISHED WATERHOUSE 1982, PAL.BULL. 48.	
N28/f7673	S20/f0673	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 7800	DETERMINATIONS PUBLISHED WATERHOUSE 1967, NZJGG 10: 74-118; WATERHOUSE 1982, PAL.BULL. 48.	
N28/f7694	S20/f0694	Outcrop						Campbell, H.J.; 	February 8, 1982	Etalian	?			245.5	238.0	I think this may be Ge: - Rhynchonella is similar to costate Ge one, Mentzeliopsis is similar to Ge one; Spiriferinidae indet. is ?Alipunctifera n.sp., Ge one, - J.G. BEGG 8/11/83.	GNS GS 7908	Crinoid or Echinoid fragments in collection; determinations in Appendix 1 (not published) in NZJGG 28: 725-41.	
N28/f7694	S20/f0694	Outcrop						MacFarlan, D.; 	1992	Etalian				245.5	238.0		GNS GS 7908	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp.	
N28/f7699	S20/f0699	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 9139	DETERMINATIONS PUBLISHED WATERHOUSE 1963, NZJGG 6 (4): 587-622.	
N28/f7700	S20/f0700	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 9140	DETERMINATIONS PUBLISHED WATERHOUSE 1967, NZJGG 10: 74-118; WATERHOUSE 1982, PAL.BULL. 48.	
N28/f7701	S20/f0701	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 9141	DETERMINATIONS PUBLISHED WATERHOUSE 1967, NZJGG 10: 71-118; WATERHOUSE 1982, PAL.BULL. 48.	
N28/f7707	S20/f0707	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 9350	DETERMINATIONS PUBLISHED WATERHOUSE 1982, PAL.BULL. 48.	
N28/f7708	S20/f0708	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 9394	DETERMINATIONS PUBLISHED WATERHOUSE 1982, PAL.BULL. 48.	
N28/f7709	S20/f0709	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 9395	DETERMINATIONS PUBLISHED WATERHOUSE 1982, PAL.BULL. 48.	
N28/f7710	S20/f0710	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 9396	DETERMINATIONS PUBLISHED WATERHOUSE 1982, PAL.BULL. 48.	
N28/f7736	S20/f0736	Outcrop	N41					MacFarlan, D.; 	1992	Etalian				245.5	238.0		Otago U OU ERF N41	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp.	
N28/f7737	S20/f0737	Outcrop						MacFarlan, D.; 	1992	Etalian				245.5	238.0		Otago U OU ERF N49	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp.	
N28/f7742	S20/f0742	Outcrop	N29					MacFarlan, D.; 	1992	Etalian				245.5	238.0		Otago U OU ERF N29	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp.	
N28/f7743	S20/f0743	Outcrop	414-430					MacFarlan, D.; 	1992	Etalian				245.5	238.0		Otago U OU ERF N8b	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp.	
N28/f7744	S20/f0744	Outcrop	412-413					MacFarlan, D.; 	1992	Etalian				245.5	238.0		Otago U OU ERF 412	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp.	
N28/f7767	S20/f0767	Outcrop	JDC 2847					MacFarlan, D.; 	1992	Etalian				245.5	238.0		Otago U OU JDC 2547	MacFarlan, D.A.B. 1992 Triassic and Jurassic Rhynchonellacea (Brachiopoda) from New Zealand and New Caledonia. Royal Society of New Zealand Bulletin 31: 310pp.	
NC/f0136		Outcrop	HJC30B					Campbell, H.J.; 		Malakovian				246.5	245.5		Auckland U AU 5761		
NC/f0161		Outcrop	HJC92					Campbell, H.J.; 		Puruhauan				259.8	254.2		Auckland U AU 5772		
NC/f0163		Outcrop	HJC96					Campbell, H.J.; 		Puruhauan				259.8	254.2		Auckland U AU 5769		
NC/f0172		Outcrop	HJC116					Campbell, H.J.; 		Puruhauan				259.8	254.2		Auckland U AU 5774		
NC/f0173		Outcrop	HJC117					Campbell, H.J.; 		Puruhauan				259.8	254.2		Auckland U AU 5775		
NC/f0174		Outcrop	HJC118					Campbell, H.J.; 		Puruhauan				259.8	254.2		Auckland U AU 5776		
NC/f0175		Outcrop	HJC119							Puruhauan				259.8	254.2		Auckland U AU 5777		
NC/f0176		Outcrop	HJC120					Campbell, H.J.; 		Puruhauan				259.8	254.2		Auckland U AU 5778		
NC/f0177		Outcrop	HJC121					Campbell, H.J.; 		Puruhauan				259.8	254.2		Auckland U AU 5779		
NC/f0291		Outcrop	JAGM19					Campbell, H.J.; 		Puruhauan				259.8	254.2		Auckland U AU 7278	T117; JAGM19, 1965	
NC/f0296		Outcrop	JAGM24					Campbell, H.J.; 		Puruhauan				259.8	254.2		Auckland U AU 5781		
NC/f0306		Outcrop	JAGM84					Campbell, H.J.; 		Malakovian				246.5	245.5		Auckland U AU 7264	also Incertae sedis	
NC/f0306A		Outcrop	HJC5					Campbell, H.J.; 		Malakovian				246.5	245.5		Auckland U AU 5759	also Incertae sedis	
NC/f0319		Outcrop	JDC3156					Campbell, H.J.; 		Puruhauan				259.8	254.2				
NC/f0320		Outcrop	JDC3184					Campbell, H.J.; 		Malakovian				246.5	245.5				
NC/f0325		Outcrop	JDC3189					Campbell, H.J.; 		Puruhauan				259.8	254.2				
O27/f7500	S15/f0500	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 3757	DETERMINATIONS PUBLISHED WATERHOUSE 1963, PALEONT. 6: 699-717; WATERHOUSE 1958, NZJGG 1 (1): 166-77; WATERHOUSE 1979, QSLD. UNIV. GEOL. DEPT. PAP. 9 (1): 1-22.	
O27/f7502	S15/f0502	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 3759	DETERMINATIONS PUBLISHED WATERHOUSE 1964, PAL.BULL. 35; WATERHOUSE 1982, PAL.BULL. 48.	
P04/f7505A	N8/f0505A	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 5074	BRACHIOPOD DETERMINATIONS PUBLISHED WATERHOUSE 1968, PALEONT. 129. COELENTERATE DETERMINATIONS PUBLISHED HILL & LEED, 1956, PAL.BULL. 25.	
P04/f7505A	N8/f0505A	Outcrop						Hornibrook, N. de B.; 								UPPER PERMIAN.		T1000. IDENTIFICATIONS PUBLISHED - HORNIBROOK TRANS. ROY. SOC. NZ 79 (2) 319-321, 1951. PROF CHARLES ROSS W. WASHINGTON STATE UNIVERSITY VISITED NZGS 2/9/1970 CONFIRMED ADVANCED YABEINA FAUNA AND CORRELATION WITH CAPITAN OR OCHOAN SUGGESTED WAS A FORE REEF FACIES.	
P04/f7505A	N8/f0505A	Outcrop						Ozawa, T.; 	July 3, 1970									IDENTIFICATIONS FROM MATERIAL SENT TO PROF. OZAWA, KYUSHU UNIVERSITY BY N. de B. HORNIBROOK - SUPPLIED IN LETTER DATED JULY 3 RD 1970.	
P04/f7505A	N8/f0505A	Outcrop						Campbell, H.J.; 	January 21, 1986	Telfordian		Makarewan		288.5	251.0		GNS GS 5074		
P04/f7526	N8/f0526	Outcrop						Speden, I.G.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 10511	MOULDS OF SHELL FRAGMENTS - NO RECOGNISABLE FOSSILS. NEW PERMIAN FOSSIL LOCALITY. NO LIST.	
P25/f0001		Outcrop						Campbell, H.J.; 	April 10, 1980	Makarewan				253.2	251.0		GNS GS 12643	Conulariida and Anthozoa. Rostroconcha. Bryozoa: several forms.	
P25/f8002	S10/f0002	Outcrop						Waterhouse, J.B.; 		Telfordian		Makarewan		288.5	251.0		GNS GS 7633	DETERMINATIONS PUBLISHED WATERHOUSE 1963, PALEONT. 6: 699-717; WATERHOUSE 1979, QSLD. UNIV. GEOL. DEPT. PAP. 9 (1): 1-22.	

