taxon_name	taxon	sub	size	int_midpoint
Trigonoglossa	Bra	inart	25.11428571	377.45
Tropidoleptus	Bra	inart	24.2	377.45
Tylothyris	Bra	inart	36.21	377.45
Uchtella	Bra	inart	15.38	377.45
Uchtospirifer	Bra	inart	31.83	377.45
Uncinulus	Bra	inart	1.849473684	377.45
Undispirifer	Bra	inart	19.27	377.45
Variatrypa	Bra	inart	32.58	377.45
Wadiglossa	Bra	inart	9.978	377.45
Waiotrypa	Bra	inart	11.12	377.45
Warrenella	Bra	inart	17.33	377.45
Westbroekina	Bra	inart	5.955384615	377.45
Whidbornella	Bra	inart	34.39	377.45
Yunnanella	Bra	inart	20.63333333	377.45
Zonathyris	Bra	inart	25.21	377.45
Acrospirifer	Bra	inart	52	385.2
Adolfia	Bra	inart	36.61	385.2
Allanella	Bra	inart	33.17	385.2
Ambocoelia	Bra	inart	5.72	385.2
Ambothyris	Bra	inart	7.97	385.2
Amphigenia	Bra	inart	57.37	385.2
Anathyris	Bra	inart	53.72	385.2
Anatrypa	Bra	inart	16.665	385.2
Arcuaminetes	Bra	inart	6.575757576	385.2
Athyris	Bra	inart	19.576	385.2
Athyrisina	Bra	inart	27.99	385.2
Atribonium	Bra	inart	12.075	385.2
Atrypa	Bra	inart	33.555	385.2
Atryparia	Bra	inart	27.735	385.2
Atrypina	Bra	inart	8.545	385.2
Atrythyris	Bra	inart	24.75333333	385.2
Aulacella	Bra	inart	14.98666667	385.2
Australocoelia	Bra	inart	15.93	385.2
Australospirifer	Bra	inart	72.49	385.2
Barroisella	Bra	inart	8.320967742	385.2
Beckmannia	Bra	inart	7.456666667	385.2
Bifida	Bra	inart	6.1575	385.2
Bojodouvillina	Bra	inart	27.80666667	385.2
Bornhardtina	Bra	inart	50.65	385.2
Brachyspirifer	Bra	inart	28.14	385.2
Callipleura	Bra	inart	34.43076923	385.2
Camarotoechia	Bra	inart	22.15	385.2
Carinatina	Bra	inart	16.12	385.2
Cariniferella	Bra	inart	38.35	385.2
Caryona	Bra	inart	17.71	385.2
Cassidirostrum	Bra	inart	18.7	385.2
Centronella	Bra	inart	14.785	385.2
Chascothyris	Bra	inart	55.95	385.2
Chonetes	Bra	inart	18.39	385.2
Chonetipustula	Bra	inart	20.83	385.2
Chonetoidea	Bra	inart	8.9	385.2
Cranaena	Bra	inart	9.445	385.2
Crania	Bra	inart	10.67333333	385.2
Craniops	Bra	inart	1.880666667	385.2
Crurispina	Bra	inart	7.05	385.2
Cryptonella	Bra	inart	61.32	385.2
Cupularostrum	Bra	inart	14.05	385.2
Cymostrophia	Bra	inart	51.63	385.2
Cyrtina	Bra	inart	19.26	385.2
Cyrtospirifer	Bra	inart	43.47	385.2
Dagnachonetes	Bra	inart	14.53666667	385.2
Davidsonia	Bra	inart	17.675	385.2
Davoustia	Bra	inart	2.451666667	385.2
Delthyris	Bra	inart	33.1	385.2
Derbyina	Bra	inart	6.95	385.2
Desquamatia	Bra	inart	26.96	385.2
Devonalosia	Bra	inart	13.195	385.2
Devonaria	Bra	inart	14.80666667	385.2
Devonatrypa	Bra	inart	38.59	385.2
Devonochonetes	Bra	inart	23.276	385.2
Devonogypa	Bra	inart	38.36	385.2
Devonoproductus	Bra	inart	13.255	385.2
Dicamara	Bra	inart	17.62	385.2
Dielasma	Bra	inart	32.83	385.2
Dignomia	Bra	inart	53.7375	385.2
Discina	Bra	inart	6.564	385.2
Douvillina	Bra	inart	22.75333333	385.2
Douvillinella	Bra	inart	18.27333333	385.2
Drahanorhynchus	Bra	inart	7.756666667	385.2
Echinocoelia	Bra	inart	7.71	385.2
Ectorensselandia	Bra	inart	61.22	385.2
Elita	Bra	inart	33.67	385.2
Emanuella	Bra	inart	10.01	385.2
Enantiosphen	Bra	inart	108.62	385.2
Eodevonaria	Bra	inart	23.39	385.2
Eomartiniopsis	Bra	inart	22.52	385.2
Eoreticularia	Bra	inart	20.05	385.2
Eoschuchertella	Bra	inart	35.56666667	385.2
Eosyringothyris	Bra	inart	30.36	385.2
Eumetabolotoechia	Bra	inart	26.54	385.2
Eumetria	Bra	inart	20.26	385.2
Euryspirifer	Bra	inart	64.24	385.2
Exatrypa	Bra	inart	26.15	385.2
Fimbrispirifer	Bra	inart	41.54	385.2
Fitzroyella	Bra	inart	5.66	385.2
Floweria	Bra	inart	16.53	385.2
Glassia	Bra	inart	8.663333333	385.2
Glosshypothyridin	Bra	inart	21.86	385.2
Gypidula	Bra	inart	23.05	385.2
Gypidulina	Bra	inart	41.26	385.2
Hercostrophia	Bra	inart	12.655	385.2
Holynetes	Bra	inart	6.418461539	385.2
Howellella	Bra	inart	6.06	385.2
Hypothyridina	Bra	inart	25.72	385.2
Hypsomyonia	Bra	inart	2.764	385.2
Ilmenia	Bra	inart	12.34	385.2
Ilmenispina	Bra	inart	7.85	385.2
Independatrypa	Bra	inart	47.6	385.2
Indospirifer	Bra	inart	21.58	385.2
Invertrypa	Bra	inart	18.835	385.2
Isopoma	Bra	inart	9.593333333	385.2
Ivdelinia	Bra	inart	34.61	385.2
Kaplex	Bra	inart	38.86153846	385.2
Kassinella	Bra	inart	7.26	385.2
Kayserella	Bra	inart	7.56	385.2
Kayseria	Bra	inart	14.265	385.2
Kosirium	Bra	inart	44.12	385.2
Kransia	Bra	inart	10.12333333	385.2
Ladjia	Bra	inart	13.83	385.2
Lazutkinia	Bra	inart	23.92	385.2
Leiorhynchoidea	Bra	inart	23.78	385.2
Leiorhynchus	Bra	inart	17.17333333	385.2
Leptaena	Bra	inart	33.29333333	385.2
Leptagonia	Bra	inart	34.96666667	385.2
Leptodontella	Bra	inart	25.55333333	385.2
Leptostrophia	Bra	inart	78.26666667	385.2
Lingula	Bra	inart	69.6625	385.2
Lingulodiscina	Bra	inart	16.35263158	385.2
Longispina	Bra	inart	8.503333333	385.2
Martinia	Bra	inart	83.12	385.2
Mediospirifer	Bra	inart	46.7	385.2
Megachonetes	Bra	inart	43.032	385.2
Megastrophia	Bra	inart	64.18	385.2
Merista	Bra	inart	25.45333333	385.2
Meristella	Bra	inart	30.18666667	385.2
Mesoleptostrophia	Bra	inart	53.82	385.2
Mimatrypa	Bra	inart	28.415	385.2
Moravilla	Bra	inart	7.69	385.2
Moravostrophia	Bra	inart	21.695	385.2
Mucrospirifer	Bra	inart	91.06	385.2
Mystrophora	Bra	inart	16.75	385.2
Neocrania	Bra	inart	11.38333333	385.2
Nervostrophia	Bra	inart	32.42	385.2
Newberria	Bra	inart	39.54	385.2
Nucleospira	Bra	inart	10.908	385.2
Ogorella	Bra	inart	7.84	385.2
Orbiculoidea	Bra	inart	8.915	385.2
Orthis	Bra	inart	12.52	385.2
Orthopleura	Bra	inart	11.68333333	385.2
Orthospirifer	Bra	inart	58.41	385.2
Orthotetes	Bra	inart	40.2	385.2
Parapugnax	Bra	inart	23.31	385.2
Paraspirifer	Bra	inart	62.82	385.2
Parastringocephal	Bra	inart	91.42	385.2
Parastrophonella	Bra	inart	16.08333333	385.2
Parazyga	Bra	inart	22.68	385.2
Pentamerella	Bra	inart	24.25	385.2
Petrocrania	Bra	inart	11.5175	385.2
Philhedra	Bra	inart	12.11	385.2
Pholidostrophia	Bra	inart	12.95	385.2
Planatrypa	Bra	inart	21.07	385.2
Platyorthis	Bra	inart	21.78	385.2
Plectospira	Bra	inart	8.486666667	385.2
Plicoplasia	Bra	inart	13.2	385.2
Podolella	Bra	inart	11.64	385.2
Praewaagenoconcha	Bra	inart	15.94	385.2
Prionothyris	Bra	inart	31.75	385.2
Productella	Bra	inart	14.11	385.2
Productellana	Bra	inart	23.41	385.2
Prokopia	Bra	inart	3.433018868	385.2
Protodouvillina	Bra	inart	22.395	385.2
Protoleptostrophi	Bra	inart	40.7	385.2
Pseudoatrypa	Bra	inart	27.73	385.2
Pugnax	Bra	inart	32.42	385.2
Pugnoides	Bra	inart	12.43	385.2
Radiatrypa	Bra	inart	14.73	385.2
Radiomena	Bra	inart	28.78	385.2
Retichonetes	Bra	inart	7.188	385.2
Reticularia	Bra	inart	31.87	385.2
Reticulariopsis	Bra	inart	19.32	385.2
Retzia	Bra	inart	16.76	385.2
Rhipidomella	Bra	inart	23.89	385.2
Rhipidothyris	Bra	inart	10.79	385.2
Rhynchonella	Bra	inart	16.68	385.2
Rhynchonelloidea	Bra	inart	15.11	385.2
Rhynchospirina	Bra	inart	16.52	385.2
Rhynchotreta	Bra	inart	11.73	385.2
Rhyssochonetes	Bra	inart	7.175	385.2
Ripidiorhynchus	Bra	inart	17.16	385.2
Rugosatrypa	Bra	inart	12.74	385.2
Schellwienella	Bra	inart	45.99	385.2
Schizocrania	Bra	inart	16.67058824	385.2
Schizophoria	Bra	inart	40.08666667	385.2
Schnurella	Bra	inart	19.52	385.2
Schuchertella	Bra	inart	20.38666667	385.2
Septalaria	Bra	inart	13.845	385.2
Sieberella	Bra	inart	26.42	385.2
Sinochonetes	Bra	inart	11.39	385.2
Siphonotreta	Bra	inart	22.30588235	385.2
Skenidium	Bra	inart	4.588333333	385.2
Sphenophragmus	Bra	inart	8.55	385.2
Spinatrypa	Bra	inart	27.835	385.2
Spinatrypina	Bra	inart	20.47	385.2
Spinocyrtia	Bra	inart	69.15	385.2
Spinulicosta	Bra	inart	15.255	385.2
Spirifer	Bra	inart	103.75	385.2
Spirigerella	Bra	inart	25.2	385.2
Stenoglossariorhy	Bra	inart	21.23	385.2
Stenoscisma	Bra	inart	40.82666667	385.2
Streptorhynchus	Bra	inart	15.71333333	385.2
Striatochonetes	Bra	inart	7.44	385.2
Stricklandia	Bra	inart	33.79	385.2
Stringocephalus	Bra	inart	82.96	385.2
Strophalosia	Bra	inart	38.57333333	385.2
Strophodonta	Bra	inart	27.4	385.2
Strophonella	Bra	inart	55.11	385.2
Subcuspidella	Bra	inart	39.87	385.2
Subrensselandia	Bra	inart	46.8	385.2
Tecnocyrtina	Bra	inart	12.26	385.2
Teichertina	Bra	inart	6.46	385.2
Tenticospirifer	Bra	inart	25.59	385.2
Thiemella	Bra	inart	15.42666667	385.2
Tomasina	Bra	inart	30.45	385.2
Trematospira	Bra	inart	24.98666667	385.2
Trigonoglossa	Bra	inart	25.11428571	385.2
Tropidoleptus	Bra	inart	24.2	385.2
Truncalosia	Bra	inart	8.985	385.2
Tylothyris	Bra	inart	36.21	385.2
Uchtospirifer	Bra	inart	31.83	385.2
Uncinulus	Bra	inart	1.849473684	385.2
Uncites	Bra	inart	34.54	385.2
Undispirifer	Bra	inart	19.27	385.2
Vallomyonia	Bra	inart	3.018	385.2
Variatrypa	Bra	inart	32.58	385.2
Warrenella	Bra	inart	17.33	385.2
Whidbornella	Bra	inart	34.39	385.2
Winterfeldia	Bra	inart	35.8	385.2
Xenospirifer	Bra	inart	47.27	385.2
Xystostrophia	Bra	inart	52.70909091	385.2
Yunnanella	Bra	inart	20.63333333	385.2
Zdimir	Bra	inart	80.65	385.2
Zdimirella	Bra	inart	41.48	385.2
Acrospirifer	Bra	inart	52	390.5
Adolfia	Bra	inart	36.61	390.5
Alatiformia	Bra	inart	36.85	390.5
Ambocoelia	Bra	inart	5.72	390.5
Ambothyris	Bra	inart	7.97	390.5
Amissopecten	Bra	inart	18.465	390.5
Amoenospirifer	Bra	inart	15.91	390.5
Amphigenia	Bra	inart	57.37	390.5
Anathyris	Bra	inart	53.72	390.5
Anatrypa	Bra	inart	16.665	390.5
Anoplotheca	Bra	inart	15.78666667	390.5
Arduspirifer	Bra	inart	42.51	390.5
Athyris	Bra	inart	19.576	390.5
Athyrisina	Bra	inart	27.99	390.5
Atribonium	Bra	inart	12.075	390.5
Atrypa	Bra	inart	33.555	390.5
Atryparia	Bra	inart	27.735	390.5
Atrypina	Bra	inart	8.545	390.5
Atrythyris	Bra	inart	24.75333333	390.5
Aulacella	Bra	inart	14.98666667	390.5
Australocoelia	Bra	inart	15.93	390.5
Australospirifer	Bra	inart	72.49	390.5
Austronoplia	Bra	inart	5.8	390.5
Beckmannia	Bra	inart	7.456666667	390.5
Bicarinatina	Bra	inart	20.236	390.5
Bifida	Bra	inart	6.1575	390.5
Bojodouvillina	Bra	inart	27.80666667	390.5
Bojothyris	Bra	inart	11.7	390.5
Boucotia	Bra	inart	3.54	390.5
Brachyspirifer	Bra	inart	28.14	390.5
Callipleura	Bra	inart	34.43076923	390.5
Camarospira	Bra	inart	21.00666667	390.5
Camarotoechia	Bra	inart	22.15	390.5
Carinatina	Bra	inart	16.12	390.5
Carinatrypa	Bra	inart	36.81	390.5
Caryona	Bra	inart	17.71	390.5
Cassidirostrum	Bra	inart	18.7	390.5
Centronella	Bra	inart	14.785	390.5
Cerberatrypa	Bra	inart	15.17	390.5
Charionoides	Bra	inart	34.30666667	390.5
Chimaerothyris	Bra	inart	44.35	390.5
Chlupacina	Bra	inart	18.25	390.5
Chonetes	Bra	inart	18.39	390.5
Chonetoidea	Bra	inart	8.9	390.5
Chonostrophia	Bra	inart	19.72333333	390.5
Chynistrophia	Bra	inart	11.67142857	390.5
Cimicinoides	Bra	inart	8.77	390.5
Cingulodermis	Bra	inart	7.47	390.5
Clorinda	Bra	inart	26.84	390.5
Coelospira	Bra	inart	7.13	390.5
Costanoplia	Bra	inart	6.64	390.5
Costispirifer	Bra	inart	44.18	390.5
Cranaena	Bra	inart	9.445	390.5
Crania	Bra	inart	10.67333333	390.5
Craniops	Bra	inart	1.880666667	390.5
Crurispina	Bra	inart	7.05	390.5
Cryptonella	Bra	inart	61.32	390.5
Cupularostrum	Bra	inart	14.05	390.5
Cymostrophia	Bra	inart	51.63	390.5
Cyrtia	Bra	inart	13.34	390.5
Cyrtina	Bra	inart	19.26	390.5
Cyrtinopsis	Bra	inart	42.78	390.5
Cyrtospirifer	Bra	inart	43.47	390.5
Dalejina	Bra	inart	5.188732394	390.5
Dalejodiscus	Bra	inart	8.56	390.5
Dalmanella	Bra	inart	20.46	390.5
Dalmanellopsis	Bra	inart	8.756666667	390.5
Davidsonia	Bra	inart	17.675	390.5
Delthyris	Bra	inart	33.1	390.5
Derbyina	Bra	inart	6.95	390.5
Desatrypa	Bra	inart	50.11	390.5
Desquamatia	Bra	inart	26.96	390.5
Devonaria	Bra	inart	14.80666667	390.5
Devonochonetes	Bra	inart	23.276	390.5
Devonogypa	Bra	inart	38.36	390.5
Dicamara	Bra	inart	17.62	390.5
Dielasma	Bra	inart	32.83	390.5
Dignomia	Bra	inart	53.7375	390.5
Discina	Bra	inart	6.564	390.5
Douvillina	Bra	inart	22.75333333	390.5
Droharhynchia	Bra	inart	17.99	390.5
Echinocoelia	Bra	inart	7.71	390.5
Elita	Bra	inart	33.67	390.5
Elythyna	Bra	inart	51.6	390.5
Emanuella	Bra	inart	10.01	390.5
Enantiosphenella	Bra	inart	38.36	390.5
Eodevonaria	Bra	inart	23.39	390.5
Eomartiniopsis	Bra	inart	22.52	390.5
Eoreticularia	Bra	inart	20.05	390.5
Eoschuchertella	Bra	inart	35.56666667	390.5
Eospirifer	Bra	inart	32.46	390.5
Eospiriferina	Bra	inart	26.16	390.5
Errhynx	Bra	inart	15.84333333	390.5
Euryspirifer	Bra	inart	64.24	390.5
Fimbrispirifer	Bra	inart	41.54	390.5
Glassia	Bra	inart	8.663333333	390.5
Gruenewaldtia	Bra	inart	33.165	390.5
Gypidula	Bra	inart	23.05	390.5
Gypidulina	Bra	inart	41.26	390.5
Helaspis	Bra	inart	12.415	390.5
Holynatrypa	Bra	inart	6.607272727	390.5
Holynetes	Bra	inart	6.418461539	390.5
Howellella	Bra	inart	6.06	390.5
Howittia	Bra	inart	18.75	390.5
Hypothyridina	Bra	inart	25.72	390.5
Hypsomyonia	Bra	inart	2.764	390.5
Ilmenia	Bra	inart	12.34	390.5
Independatrypa	Bra	inart	47.6	390.5
Indospirifer	Bra	inart	21.58	390.5
Invertrypa	Bra	inart	18.835	390.5
Ipherron	Bra	inart	15.64	390.5
Iridistrophia	Bra	inart	23.57222222	390.5
Isopoma	Bra	inart	9.593333333	390.5
Isorthis	Bra	inart	20.68	390.5
Isospinatrypa	Bra	inart	18.125	390.5
Ivdelinia	Bra	inart	34.61	390.5
Janius	Bra	inart	29.38	390.5
Kaplex	Bra	inart	38.86153846	390.5
Karbous	Bra	inart	10.68857143	390.5
Karpinskia	Bra	inart	29.46	390.5
Kassinella	Bra	inart	7.26	390.5
Kayserella	Bra	inart	7.56	390.5
Kayseria	Bra	inart	14.265	390.5
Komiella	Bra	inart	13.232	390.5
Kransia	Bra	inart	10.12333333	390.5
Kyrtatrypa	Bra	inart	34.46	390.5
Ladogifornix	Bra	inart	18.09	390.5
Lazutkinia	Bra	inart	23.92	390.5
Leiorhynchoidea	Bra	inart	23.78	390.5
Leiorhynchus	Bra	inart	17.17333333	390.5
Leptaena	Bra	inart	33.29333333	390.5
Leptagonia	Bra	inart	34.96666667	390.5
Leptathyris	Bra	inart	11.55333333	390.5
Leptocoelia	Bra	inart	19.03	390.5
Leptodontella	Bra	inart	25.55333333	390.5
Leptostrophia	Bra	inart	78.26666667	390.5
Levenea	Bra	inart	18.70666667	390.5
Lingula	Bra	inart	69.6625	390.5
Lingulodiscina	Bra	inart	16.35263158	390.5
Longispina	Bra	inart	8.503333333	390.5
Luofuia	Bra	inart	5.31	390.5
Malurostrophia	Bra	inart	22.995	390.5
Markitoechia	Bra	inart	7.8875	390.5
Martinia	Bra	inart	83.12	390.5
Mediospirifer	Bra	inart	46.7	390.5
Meganteris	Bra	inart	63.72	390.5
Megastrophia	Bra	inart	64.18	390.5
Mendacella	Bra	inart	12.585	390.5
Merista	Bra	inart	25.45333333	390.5
Meristella	Bra	inart	30.18666667	390.5
Meristelloides	Bra	inart	33.33888889	390.5
Meristina	Bra	inart	29.76666667	390.5
Mesodouvillina	Bra	inart	22.80666667	390.5
Mesoleptostrophia	Bra	inart	53.82	390.5
Metaplasia	Bra	inart	27.16	390.5
Mimatrypa	Bra	inart	28.415	390.5
Minutostropheodon	Bra	inart	7.65	390.5
Mucrospirifer	Bra	inart	91.06	390.5
Muriferella	Bra	inart	6.69	390.5
Mutationella	Bra	inart	28.26	390.5
Mystrophora	Bra	inart	16.75	390.5
Nabiaoia	Bra	inart	4.214	390.5
Nadiastrophia	Bra	inart	17.285	390.5
Nemesa	Bra	inart	11.52666667	390.5
Neocrania	Bra	inart	11.38333333	390.5
Nervostrophia	Bra	inart	32.42	390.5
Newberria	Bra	inart	39.54	390.5
Notanoplia	Bra	inart	7.99	390.5
Notiochonetes	Bra	inart	35.92666667	390.5
Nucleospira	Bra	inart	10.908	390.5
Obesaria	Bra	inart	20.03	390.5
Ogilviella	Bra	inart	9.175	390.5
Orbiculoidea	Bra	inart	8.915	390.5
Orthis	Bra	inart	12.52	390.5
Orthotetes	Bra	inart	40.2	390.5
Paracostanoplia	Bra	inart	4.92	390.5
Parapholidostroph	Bra	inart	13.745	390.5
Paraplicanoplia	Bra	inart	3.98	390.5
Parapugnax	Bra	inart	23.31	390.5
Paraspirifer	Bra	inart	62.82	390.5
Parastringocephal	Bra	inart	91.42	390.5
Parastrophonella	Bra	inart	16.08333333	390.5
Parathyrisina	Bra	inart	22.22	390.5
Pentagonia	Bra	inart	27.42	390.5
Pentamerella	Bra	inart	24.25	390.5
Perichonetes	Bra	inart	2.568	390.5
Petrocrania	Bra	inart	11.5175	390.5
Philhedra	Bra	inart	12.11	390.5
Pholidostrophia	Bra	inart	12.95	390.5
Pinguispirifer	Bra	inart	23.41	390.5
Planatrypa	Bra	inart	21.07	390.5
Platyorthis	Bra	inart	21.78	390.5
Plectodonta	Bra	inart	9.718	390.5
Plectospira	Bra	inart	8.486666667	390.5
Pleurochonetes	Bra	inart	22.055	390.5
Plicanoplia	Bra	inart	4.012	390.5
Plicoplasia	Bra	inart	13.2	390.5
Plicostropheodont	Bra	inart	26.72	390.5
Podolella	Bra	inart	11.64	390.5
Prionothyris	Bra	inart	31.75	390.5
Proboscidina	Bra	inart	16.79	390.5
Prodavidsonia	Bra	inart	17.11	390.5
Productella	Bra	inart	14.11	390.5
Productellana	Bra	inart	23.41	390.5
Prokopia	Bra	inart	3.433018868	390.5
Protodouvillina	Bra	inart	22.395	390.5
Protoleptostrophi	Bra	inart	40.7	390.5
Pseudoatrypa	Bra	inart	27.73	390.5
Pugnax	Bra	inart	32.42	390.5
Qiansispirifer	Bra	inart	14	390.5
Quadrithyris	Bra	inart	21.7	390.5
Quasimartinia	Bra	inart	11.03	390.5
Quiringites	Bra	inart	28.6	390.5
Radimatrypa	Bra	inart	17.35	390.5
Radiomena	Bra	inart	28.78	390.5
Rensselaeria	Bra	inart	65.84	390.5
Reticularia	Bra	inart	31.87	390.5
Reticulariopsis	Bra	inart	19.32	390.5
Retzia	Bra	inart	16.76	390.5
Rhenothyris	Bra	inart	43.91	390.5
Rhipidomella	Bra	inart	23.89	390.5
Rhipidothyris	Bra	inart	10.79	390.5
Rhynchonella	Bra	inart	16.68	390.5
Rhynchonelloidea	Bra	inart	15.11	390.5
Rhynchospirina	Bra	inart	16.52	390.5
Rhynchotreta	Bra	inart	11.73	390.5
Rhytistrophia	Bra	inart	40.26	390.5
Rochtex	Bra	inart	27.51	390.5
Rugosatrypa	Bra	inart	12.74	390.5
Salopina	Bra	inart	12.065	390.5
Schellwienella	Bra	inart	45.99	390.5
Schizocrania	Bra	inart	16.67058824	390.5
Schizophoria	Bra	inart	40.08666667	390.5
Schnurella	Bra	inart	19.52	390.5
Schuchertella	Bra	inart	20.38666667	390.5
Septalaria	Bra	inart	13.845	390.5
Septatrypa	Bra	inart	14.625	390.5
Serrulatrypa	Bra	inart	5.94	390.5
Sibirirhynchia	Bra	inart	27.45	390.5
Sieberella	Bra	inart	26.42	390.5
Sinochonetes	Bra	inart	11.39	390.5
Siphonotreta	Bra	inart	22.30588235	390.5
Skenidioides	Bra	inart	7.6675	390.5
Skenidium	Bra	inart	4.588333333	390.5
Spinatrypa	Bra	inart	27.835	390.5
Spinatrypina	Bra	inart	20.47	390.5
Spinocyrtia	Bra	inart	69.15	390.5
Spinulicosta	Bra	inart	15.255	390.5
Spirifer	Bra	inart	103.75	390.5
Spirigerella	Bra	inart	25.2	390.5
Spirigerina	Bra	inart	16.375	390.5
Stenoscisma	Bra	inart	40.82666667	390.5
Streptorhynchus	Bra	inart	15.71333333	390.5
Stricklandia	Bra	inart	33.79	390.5
Striispirifer	Bra	inart	18.51	390.5
Stringocephalus	Bra	inart	82.96	390.5
Strophalosia	Bra	inart	38.57333333	390.5
Strophochonetes	Bra	inart	9.05	390.5
Strophodonta	Bra	inart	27.4	390.5
Strophonella	Bra	inart	55.11	390.5
Subcuspidella	Bra	inart	39.87	390.5
Subrensselandia	Bra	inart	46.8	390.5
Tangxiangia	Bra	inart	2.86	390.5
Teichertina	Bra	inart	6.46	390.5
Telaeoshaleria	Bra	inart	20.08	390.5
Thiemella	Bra	inart	15.42666667	390.5
Tomasina	Bra	inart	30.45	390.5
Trematospira	Bra	inart	24.98666667	390.5
Trigonatrypa	Bra	inart	11.56333333	390.5
Tropidoleptus	Bra	inart	24.2	390.5
Truncalosia	Bra	inart	8.985	390.5
Tyersella	Bra	inart	19.14761905	390.5
Tylothyris	Bra	inart	36.21	390.5
Uncinulus	Bra	inart	1.849473684	390.5
Uncites	Bra	inart	34.54	390.5
Undispirifer	Bra	inart	19.27	390.5
Vagrania	Bra	inart	30.94	390.5
Vallomyonia	Bra	inart	3.018	390.5
Variatrypa	Bra	inart	32.58	390.5
Verneuilia	Bra	inart	21.34	390.5
Warrenella	Bra	inart	17.33	390.5
Xenomartinia	Bra	inart	4.83	390.5
Xenospirifer	Bra	inart	47.27	390.5
Xerospirifer	Bra	inart	28.18	390.5
Xystostrophia	Bra	inart	52.70909091	390.5
Zdimir	Bra	inart	80.65	390.5
Acrospirifer	Bra	inart	52	400.45
Adolfia	Bra	inart	36.61	400.45
Adrenia	Bra	inart	5.610526316	400.45
Aesopomum	Bra	inart	33.12	400.45
Alaskospira	Bra	inart	15.9	400.45
Alatiformia	Bra	inart	36.85	400.45
Aldanispirifer	Bra	inart	21.62	400.45
Allanetes	Bra	inart	21.375	400.45
Ambocoelia	Bra	inart	5.72	400.45
Amboglossa	Bra	inart	12.58	400.45
Ambothyris	Bra	inart	7.97	400.45
Amissopecten	Bra	inart	18.465	400.45
Amoenospirifer	Bra	inart	15.91	400.45
Anathyris	Bra	inart	53.72	400.45
Anatrypa	Bra	inart	16.665	400.45
Ancillotoechia	Bra	inart	10.20571429	400.45
Anoplia	Bra	inart	5.911428571	400.45
Anopliella	Bra	inart	1.566	400.45
Anoplotheca	Bra	inart	15.78666667	400.45
Arcualla	Bra	inart	24.92	400.45
Arduspirifer	Bra	inart	42.51	400.45
Areostrophia	Bra	inart	32.45333333	400.45
Aseptirhynchia	Bra	inart	13.67037037	400.45
Astutorhyncha	Bra	inart	29.45333333	400.45
Athyrhynchus	Bra	inart	28.56	400.45
Athyris	Bra	inart	19.576	400.45
Athyrisina	Bra	inart	27.99	400.45
Atrypa	Bra	inart	33.555	400.45
Atryparia	Bra	inart	27.735	400.45
Atrypina	Bra	inart	8.545	400.45
Aulacella	Bra	inart	14.98666667	400.45
Australocoelia	Bra	inart	15.93	400.45
Australospirifer	Bra	inart	72.49	400.45
Australostrophia	Bra	inart	15.465	400.45
Austronoplia	Bra	inart	5.8	400.45
Beckmannia	Bra	inart	7.456666667	400.45
Biconostrophia	Bra	inart	37.37333333	400.45
Bifida	Bra	inart	6.1575	400.45
Biseptum	Bra	inart	58.45	400.45
Bisinocoelia	Bra	inart	3.28	400.45
Bojodouvillina	Bra	inart	27.80666667	400.45
Bojothyris	Bra	inart	11.7	400.45
Borealis	Bra	inart	37.45384615	400.45
Boucotia	Bra	inart	3.54	400.45
Brachyprion	Bra	inart	24.07333333	400.45
Brachyspirifer	Bra	inart	28.14	400.45
Brevispirifer	Bra	inart	18.85	400.45
Broeggeria	Bra	inart	7.296	400.45
Browneella	Bra	inart	5.478378378	400.45
Buchanathyris	Bra	inart	17.62666667	400.45
Callipleura	Bra	inart	34.43076923	400.45
Camarotoechia	Bra	inart	22.15	400.45
Caplinoplia	Bra	inart	3.825	400.45
Carinagypa	Bra	inart	32.88	400.45
Carinatina	Bra	inart	16.12	400.45
Carinatrypa	Bra	inart	36.81	400.45
Caryona	Bra	inart	17.71	400.45
Cassidirostrum	Bra	inart	18.7	400.45
Centronella	Bra	inart	14.785	400.45
Cerberatrypa	Bra	inart	15.17	400.45
Charionoides	Bra	inart	34.30666667	400.45
Chlupacina	Bra	inart	18.25	400.45
Chonetes	Bra	inart	18.39	400.45
Chonetoidea	Bra	inart	8.9	400.45
Chonostrophia	Bra	inart	19.72333333	400.45
Chonostrophiella	Bra	inart	25.5	400.45
Chynistrophia	Bra	inart	11.67142857	400.45
Cimicinella	Bra	inart	24.61	400.45
Cingulodermis	Bra	inart	7.47	400.45
Clavodalejina	Bra	inart	9.127272727	400.45
Clorinda	Bra	inart	26.84	400.45
Coelospira	Bra	inart	7.13	400.45
Coelospirella	Bra	inart	7.663333333	400.45
Coelospirina	Bra	inart	7.28	400.45
Cortezorthis	Bra	inart	14.305	400.45
Corvinopugnax	Bra	inart	18.365	400.45
Corylispirifer	Bra	inart	23.28	400.45
Costanoplia	Bra	inart	6.64	400.45
Costispirifer	Bra	inart	44.18	400.45
Crania	Bra	inart	10.67333333	400.45
Craniops	Bra	inart	1.880666667	400.45
Crassipunctatrypa	Bra	inart	16.28	400.45
Crinistrophia	Bra	inart	25.40666667	400.45
Cryptonella	Bra	inart	61.32	400.45
Cupularostrum	Bra	inart	14.05	400.45
Cydimia	Bra	inart	6.186111111	400.45
Cymostrophia	Bra	inart	51.63	400.45
Cyrtia	Bra	inart	13.34	400.45
Cyrtina	Bra	inart	19.26	400.45
