taxon_name	taxon	sub	size	int_midpoint
Svalbardia	Bra	inart	11.87142857	338.8
Syringothyris	Bra	inart	68.04	338.8
Taeniothaerus	Bra	inart	79.77333333	338.8
Tetracamera	Bra	inart	14.47	338.8
Tomiopsis	Bra	inart	56.17	338.8
Tomiproductus	Bra	inart	17.43	338.8
Tornquistia	Bra	inart	3.3275	338.8
Torynifer	Bra	inart	34.08	338.8
Trigonoglossa	Bra	inart	25.11428571	338.8
Trigonotreta	Bra	inart	48.85	338.8
Tylothyris	Bra	inart	36.21	338.8
Undaria	Bra	inart	33.5	338.8
Unispirifer	Bra	inart	67.71	338.8
Verkhotomia	Bra	inart	42.97	338.8
Voiseyella	Bra	inart	31.85	338.8
Warrenella	Bra	inart	17.33	338.8
Werriea	Bra	inart	86.48	338.8
Wooramella	Bra	inart	22.16111111	338.8
Yagonia	Bra	inart	23.675	338.8
Acambona	Bra	inart	39.88	352.8
Acanthatia	Bra	inart	23.5	352.8
Acanthocosta	Bra	inart	24.545	352.8
Acanthoplecta	Bra	inart	41.51	352.8
Acanthospirina	Bra	inart	5.6	352.8
Actinoconchus	Bra	inart	31.69333333	352.8
Acuminothyris	Bra	inart	51.2	352.8
Adolfia	Bra	inart	36.61	352.8
Allorhynchus	Bra	inart	13.13	352.8
Ambocoelia	Bra	inart	5.72	352.8
Anopliopsis	Bra	inart	3.192	352.8
Antiquatonia	Bra	inart	49.07	352.8
Apousiella	Bra	inart	28.72	352.8
Argentiproductus	Bra	inart	26.79	352.8
Asyrinxia	Bra	inart	108.1	352.8
Athyris	Bra	inart	19.576	352.8
Athyrisina	Bra	inart	27.99	352.8
Atribonium	Bra	inart	12.075	352.8
Atrypa	Bra	inart	33.555	352.8
Aulacella	Bra	inart	14.98666667	352.8
Avonia	Bra	inart	16.04666667	352.8
Axiodeaneia	Bra	inart	30.272	352.8
Azurduya	Bra	inart	19.07	352.8
Balanoconcha	Bra	inart	29.67	352.8
Barroisella	Bra	inart	8.320967742	352.8
Brachythyris	Bra	inart	20.35	352.8
Breileenia	Bra	inart	21.13333333	352.8
Buxtonia	Bra	inart	27.53	352.8
Caenanoplia	Bra	inart	8.3925	352.8
Calvustrigis	Bra	inart	57.45	352.8
Camarophorella	Bra	inart	23.295	352.8
Camarotoechia	Bra	inart	22.15	352.8
Cancrinella	Bra	inart	27.49	352.8
Cardiothyris	Bra	inart	15.24	352.8
Caryona	Bra	inart	17.71	352.8
Centronelloidea	Bra	inart	12.435	352.8
Chonetes	Bra	inart	18.39	352.8
Chonetipustula	Bra	inart	20.83	352.8
Chonetoidea	Bra	inart	8.9	352.8
Chonopectus	Bra	inart	25.6	352.8
Chuiella	Bra	inart	28.92	352.8
Cleiothyridina	Bra	inart	14.68	352.8
Coledium	Bra	inart	10.905	352.8
Composita	Bra	inart	16.49333333	352.8
Cranaena	Bra	inart	9.445	352.8
Crania	Bra	inart	10.67333333	352.8
Crassumbo	Bra	inart	22.63	352.8
Crinisarina	Bra	inart	23	352.8
Cryptospirifer	Bra	inart	154.28	352.8
Cupularostrum	Bra	inart	14.05	352.8
Cyphotalosia	Bra	inart	9.415	352.8
Cyrtina	Bra	inart	19.26	352.8
Cyrtospirifer	Bra	inart	43.47	352.8
Davidsonia	Bra	inart	17.675	352.8
Delepinea	Bra	inart	83.34	352.8
Delthyris	Bra	inart	33.1	352.8
Derbyia	Bra	inart	77.73	352.8
Dictyoclostus	Bra	inart	69.68	352.8
Dielasma	Bra	inart	32.83	352.8
Dielasmella	Bra	inart	6.275	352.8
Dimegelasma	Bra	inart	49.64	352.8
Discina	Bra	inart	6.564	352.8
Echinoconchus	Bra	inart	56.59	352.8
Ectochoristites	Bra	inart	39.23	352.8
Eochoristites	Bra	inart	32.24	352.8
Eomarginifera	Bra	inart	16.06	352.8
Eomartiniopsis	Bra	inart	22.52	352.8
Eudoxina	Bra	inart	47.3	352.8
Eumetria	Bra	inart	20.26	352.8
Fernglenia	Bra	inart	35.36	352.8
Fluctuaria	Bra	inart	23.81	352.8
Fusella	Bra	inart	43.8	352.8
Gacina	Bra	inart	19.05	352.8
Geniculifera	Bra	inart	13.42	352.8
Girtyella	Bra	inart	13.32	352.8
Goniophoria	Bra	inart	32.04	352.8
Hamburgia	Bra	inart	15.75	352.8
Hemiplethorhynchu	Bra	inart	20.54	352.8
Heteralosia	Bra	inart	16.355	352.8
Hustedia	Bra	inart	14.695	352.8
Imbrexia	Bra	inart	49.52	352.8
Kassinella	Bra	inart	7.26	352.8
Keokukia	Bra	inart	29.83	352.8
Kitakamithyris	Bra	inart	47.55	352.8
Krotovia	Bra	inart	14.92666667	352.8
Lambdarina	Bra	inart	2.820666667	352.8
Lamellosathyris	Bra	inart	34.77	352.8
Leiorhynchoidea	Bra	inart	23.78	352.8
Leiorhynchus	Bra	inart	17.17333333	352.8
Leiothycridina	Bra	inart	26.11	352.8
Leptaena	Bra	inart	33.29333333	352.8
Leptagonia	Bra	inart	34.96666667	352.8
Leptalosia	Bra	inart	2.51625	352.8
Lingula	Bra	inart	69.6625	352.8
Lingulodiscina	Bra	inart	16.35263158	352.8
Linoproductus	Bra	inart	36.06	352.8
Lochengia	Bra	inart	65.98	352.8
Macropotamorhynch	Bra	inart	12.16	352.8
Magnumbonella	Bra	inart	19.17333333	352.8
Marginatia	Bra	inart	34.34	352.8
Marginifera	Bra	inart	21.845	352.8
Marginirugus	Bra	inart	75.92	352.8
Martinia	Bra	inart	83.12	352.8
Martinothyris	Bra	inart	30.77	352.8
Megachonetes	Bra	inart	43.032	352.8
Merista	Bra	inart	25.45333333	352.8
Mesochorispira	Bra	inart	83.85	352.8
Mesoplica	Bra	inart	28.23	352.8
Mirifusella	Bra	inart	22.73	352.8
Moorefieldella	Bra	inart	18.11333333	352.8
Neocrania	Bra	inart	11.38333333	352.8
Neospirifer	Bra	inart	45.11	352.8
Nepasitoechia	Bra	inart	14.88571429	352.8
Nucleospira	Bra	inart	10.908	352.8
Oehlertella	Bra	inart	25.95384615	352.8
Orbiculoidea	Bra	inart	8.915	352.8
Orbinaria	Bra	inart	17.79	352.8
Orthis	Bra	inart	12.52	352.8
Orthotetes	Bra	inart	40.2	352.8
Ovatia	Bra	inart	43.83	352.8
Overtonia	Bra	inart	26.5	352.8
Parallelora	Bra	inart	28.2	352.8
Paraphorhynchus	Bra	inart	34.43	352.8
Paurogastroderhyn	Bra	inart	41.89	352.8
Perditocardinia	Bra	inart	25.85	352.8
Petrocrania	Bra	inart	11.5175	352.8
Philhedra	Bra	inart	12.11	352.8
Phricodothyris	Bra	inart	32.98	352.8
Piloricilla	Bra	inart	24.09	352.8
Planalvus	Bra	inart	10.09	352.8
Platyrachella	Bra	inart	34.61	352.8
Plectospira	Bra	inart	8.486666667	352.8
Pleuropugnoides	Bra	inart	34.84	352.8
Plicatifera	Bra	inart	34.33	352.8
Plicochonetes	Bra	inart	21.21333333	352.8
Podtsheremia	Bra	inart	29.77	352.8
Productella	Bra	inart	14.11	352.8
Productellina	Bra	inart	13.02	352.8
Productina	Bra	inart	11.725	352.8
Productus	Bra	inart	41.88	352.8
Prospira	Bra	inart	36.81	352.8
Pseudopentagonia	Bra	inart	18.4	352.8
Pseudosyrinx	Bra	inart	57.31	352.8
Ptychomaletoechia	Bra	inart	18.61	352.8
Pugnax	Bra	inart	32.42	352.8
Pugnoides	Bra	inart	12.43	352.8
Punctospirifer	Bra	inart	20.15	352.8
Punctothyris	Bra	inart	15.84	352.8
Pustula	Bra	inart	53.44	352.8
Quadratia	Bra	inart	35.52	352.8
Retichonetes	Bra	inart	7.188	352.8
Reticularia	Bra	inart	31.87	352.8
Retzia	Bra	inart	16.76	352.8
Rhipidomella	Bra	inart	23.89	352.8
Rhynchonella	Bra	inart	16.68	352.8
Rhynchonelloidea	Bra	inart	15.11	352.8
Rhynchopora	Bra	inart	10.71	352.8
Rhynchotetra	Bra	inart	40.6	352.8
Rhynchotreta	Bra	inart	11.73	352.8
Rhytiophora	Bra	inart	28.2	352.8
Rigauxia	Bra	inart	10.06	352.8
Rossirhynchus	Bra	inart	23.72	352.8
Rotaia	Bra	inart	35.91	352.8
Rowleyella	Bra	inart	4.766	352.8
Rugauris	Bra	inart	29.78	352.8
Rugosochonetes	Bra	inart	14.56333333	352.8
Ruthiphiala	Bra	inart	36.53	352.8
Saharonetes	Bra	inart	7.278	352.8
Schellwienella	Bra	inart	45.99	352.8
Schizobolus	Bra	inart	7.578571429	352.8
Schizophoria	Bra	inart	40.08666667	352.8
Schuchertella	Bra	inart	20.38666667	352.8
Scutepustula	Bra	inart	34.67	352.8
Sedenticellula	Bra	inart	7.6	352.8
Seminucella	Bra	inart	10.19666667	352.8
Semiproductus	Bra	inart	52.2375	352.8
Sentosia	Bra	inart	32.25	352.8
Septosyringothyri	Bra	inart	43.02	352.8
Setigerites	Bra	inart	41.93	352.8
Shumardella	Bra	inart	21.2	352.8
Siphonotreta	Bra	inart	22.30588235	352.8
Skelidorygma	Bra	inart	35.58	352.8
Spinocarinifera	Bra	inart	16.14	352.8
Spirifer	Bra	inart	103.75	352.8
Spiriferellina	Bra	inart	15.14	352.8
Spiriferina	Bra	inart	29.53	352.8
Spirigerella	Bra	inart	25.2	352.8
Stegacanthia	Bra	inart	39.09	352.8
Stenoscisma	Bra	inart	40.82666667	352.8
Streptorhynchus	Bra	inart	15.71333333	352.8
Striatochonetes	Bra	inart	7.44	352.8
Strophalosia	Bra	inart	38.57333333	352.8
Strophodonta	Bra	inart	27.4	352.8
Strophopleura	Bra	inart	31.66	352.8
Subglobosochonete	Bra	inart	7.498333333	352.8
Svalbardia	Bra	inart	11.87142857	352.8
Syringothyris	Bra	inart	68.04	352.8
Tegulocrea	Bra	inart	36.2	352.8
Tetracamera	Bra	inart	14.47	352.8
Tomasina	Bra	inart	30.45	352.8
Tomiproductus	Bra	inart	17.43	352.8
Tornquistia	Bra	inart	3.3275	352.8
Torynifer	Bra	inart	34.08	352.8
Trigonoglossa	Bra	inart	25.11428571	352.8
Tylothyris	Bra	inart	36.21	352.8
Unispirifer	Bra	inart	67.71	352.8
Verkhotomia	Bra	inart	42.97	352.8
Voiseyella	Bra	inart	31.85	352.8
Wadiglossa	Bra	inart	9.978	352.8
Warrenella	Bra	inart	17.33	352.8
Werriea	Bra	inart	86.48	352.8
Whidbornella	Bra	inart	34.39	352.8
Zeugopleura	Bra	inart	26.9	352.8
Acanthatia	Bra	inart	23.5	365.55
Acanthospirina	Bra	inart	5.6	365.55
Adolfia	Bra	inart	36.61	365.55
Allorhynchoides	Bra	inart	5.693333333	365.55
Allorhynchus	Bra	inart	13.13	365.55
Ambocoelia	Bra	inart	5.72	365.55
Apousiella	Bra	inart	28.72	365.55
Araratella	Bra	inart	19.3	365.55
Athyris	Bra	inart	19.576	365.55
Athyrisina	Bra	inart	27.99	365.55
Atribonium	Bra	inart	12.075	365.55
Atrypa	Bra	inart	33.555	365.55
Atrythyris	Bra	inart	24.75333333	365.55
Aulacella	Bra	inart	14.98666667	365.55
Austrospirifer	Bra	inart	31.39	365.55
Avonia	Bra	inart	16.04666667	365.55
Balikunochonetes	Bra	inart	19.125	365.55
Barroisella	Bra	inart	8.320967742	365.55
Basilicorhynchus	Bra	inart	17.57	365.55
Brachythyris	Bra	inart	20.35	365.55
Brunnirhyncha	Bra	inart	14.58666667	365.55
Buxtonia	Bra	inart	27.53	365.55
Camarophorella	Bra	inart	23.295	365.55
Camarotoechia	Bra	inart	22.15	365.55
Caryona	Bra	inart	17.71	365.55
Caryorhynchus	Bra	inart	20.83076923	365.55
Centrorhynchus	Bra	inart	16.86	365.55
Chapinella	Bra	inart	10.25	365.55
Chonetes	Bra	inart	18.39	365.55
Chonetipustula	Bra	inart	20.83	365.55
Chonetoidea	Bra	inart	8.9	365.55
Cleiothyridina	Bra	inart	14.68	365.55
Coeloterorhynchus	Bra	inart	21.12	365.55
Colophragma	Bra	inart	18.23	365.55
Composita	Bra	inart	16.49333333	365.55
Cranaena	Bra	inart	9.445	365.55
Crania	Bra	inart	10.67333333	365.55
Crinisarina	Bra	inart	23	365.55
Cryptonella	Bra	inart	61.32	365.55
Cryptospirifer	Bra	inart	154.28	365.55
Cupularostrum	Bra	inart	14.05	365.55
Cyrtina	Bra	inart	19.26	365.55
Cyrtiopsis	Bra	inart	26.27	365.55
Cyrtospirifer	Bra	inart	43.47	365.55
Davidsonia	Bra	inart	17.675	365.55
Delthyris	Bra	inart	33.1	365.55
Dichospirifer	Bra	inart	27.27	365.55
Dielasma	Bra	inart	32.83	365.55
Dielasmella	Bra	inart	6.275	365.55
Dignomia	Bra	inart	53.7375	365.55
Discina	Bra	inart	6.564	365.55
Dmitria	Bra	inart	40.59	365.55
Donalosia	Bra	inart	38.98	365.55
Douvillina	Bra	inart	22.75333333	365.55
Echinocoelia	Bra	inart	7.71	365.55
Echinoconchus	Bra	inart	56.59	365.55
Eobrachythyris	Bra	inart	20.78	365.55
Eomartiniopsis	Bra	inart	22.52	365.55
Eoparaphorhynchus	Bra	inart	23.46	365.55
Eoschuchertella	Bra	inart	35.56666667	365.55
Eumetria	Bra	inart	20.26	365.55
Evanescirostrum	Bra	inart	24.05	365.55
Floweria	Bra	inart	16.53	365.55
Fusella	Bra	inart	43.8	365.55
Gastrodetoechia	Bra	inart	38.75	365.55
Girtyella	Bra	inart	13.32	365.55
Goniophoria	Bra	inart	32.04	365.55
Hadyrhyncha	Bra	inart	18.09	365.55
Hamlingella	Bra	inart	40.32	365.55
Heteralosia	Bra	inart	16.355	365.55
Hypothyridina	Bra	inart	25.72	365.55
Hypsomyonia	Bra	inart	2.764	365.55
Iloerhynchus	Bra	inart	11.87	365.55
Johnsonathyris	Bra	inart	7.37	365.55
Kassinella	Bra	inart	7.26	365.55
Kindleina	Bra	inart	8.88	365.55
Kitakamithyris	Bra	inart	47.55	365.55
Krotovia	Bra	inart	14.92666667	365.55
Leioproductus	Bra	inart	15.95	365.55
Leiorhynchoidea	Bra	inart	23.78	365.55
Leiorhynchus	Bra	inart	17.17333333	365.55
Leptaena	Bra	inart	33.29333333	365.55
Leptagonia	Bra	inart	34.96666667	365.55
Leptalosia	Bra	inart	2.51625	365.55
Leptocaryorhynchu	Bra	inart	15.58	365.55
Libyaerhynchus	Bra	inart	15.085	365.55
Lingula	Bra	inart	69.6625	365.55
Lingulipora	Bra	inart	11.19393939	365.55
Lingulodiscina	Bra	inart	16.35263158	365.55
Loborina	Bra	inart	1.989333333	365.55
Martinia	Bra	inart	83.12	365.55
Megachonetes	Bra	inart	43.032	365.55
Megalopterorhynch	Bra	inart	38.43	365.55
Merista	Bra	inart	25.45333333	365.55
Meristella	Bra	inart	30.18666667	365.55
Mesoplica	Bra	inart	28.23	365.55
Minirostrella	Bra	inart	13.545	365.55
Mucrospirifer	Bra	inart	91.06	365.55
Neocrania	Bra	inart	11.38333333	365.55
Nervostrophia	Bra	inart	32.42	365.55
Nigerinoplica	Bra	inart	14.01333333	365.55
Nucleospira	Bra	inart	10.908	365.55
Oehlertella	Bra	inart	25.95384615	365.55
Orbiculatisinuros	Bra	inart	15.96666667	365.55
Orbiculoidea	Bra	inart	8.915	365.55
Orbinaria	Bra	inart	17.79	365.55
Orthis	Bra	inart	12.52	365.55
Orthotetes	Bra	inart	40.2	365.55
Overtonia	Bra	inart	26.5	365.55
Pampoecilorhynchu	Bra	inart	21.41	365.55
Parallelora	Bra	inart	28.2	365.55
Paraphorhynchus	Bra	inart	34.43	365.55
Parapugnax	Bra	inart	23.31	365.55
Parazyga	Bra	inart	22.68	365.55
Paromoeopygma	Bra	inart	18.47	365.55
Paurogastroderhyn	Bra	inart	41.89	365.55
Paurorhyncha	Bra	inart	43.83333333	365.55
Petrocrania	Bra	inart	11.5175	365.55
Philhedra	Bra	inart	12.11	365.55
Planoproductus	Bra	inart	42.28	365.55
Planovatirostrum	Bra	inart	29.64	365.55
Platyrachella	Bra	inart	34.61	365.55
Plectorhynchella	Bra	inart	10.79333333	365.55
Plectospira	Bra	inart	8.486666667	365.55
Plicatifera	Bra	inart	34.33	365.55
Plicochonetes	Bra	inart	21.21333333	365.55
Porostictia	Bra	inart	18.74	365.55
Praewaagenoconcha	Bra	inart	15.94	365.55
Pripyatispirifer	Bra	inart	17.36	365.55
Productella	Bra	inart	14.11	365.55
Productellana	Bra	inart	23.41	365.55
Prospira	Bra	inart	36.81	365.55
Pseudoatrypa	Bra	inart	27.73	365.55
Ptychomaletoechia	Bra	inart	18.61	365.55
Pugnax	Bra	inart	32.42	365.55
Pugnoides	Bra	inart	12.43	365.55
Punctospirifer	Bra	inart	20.15	365.55
Retichonetes	Bra	inart	7.188	365.55
Reticularia	Bra	inart	31.87	365.55
Retzia	Bra	inart	16.76	365.55
Rhipidomella	Bra	inart	23.89	365.55
Rhynchonella	Bra	inart	16.68	365.55
Rhynchonelloidea	Bra	inart	15.11	365.55
Rhynchopora	Bra	inart	10.71	365.55
Rhynchospirina	Bra	inart	16.52	365.55
Rhynchotreta	Bra	inart	11.73	365.55
Rhytialosia	Bra	inart	19.825	365.55
Rhytiophora	Bra	inart	28.2	365.55
Rigauxia	Bra	inart	10.06	365.55
Ripidiorhynchus	Bra	inart	17.16	365.55
Rozmanaria	Bra	inart	16.495	365.55
Rugaltarostrum	Bra	inart	19.85	365.55
Rugauris	Bra	inart	29.78	365.55
Rugosochonetes	Bra	inart	14.56333333	365.55
Ryocarhynchus	Bra	inart	17.39	365.55
Santanghuia	Bra	inart	13.2275	365.55
Schellwienella	Bra	inart	45.99	365.55
Schizophoria	Bra	inart	40.08666667	365.55
Schuchertella	Bra	inart	20.38666667	365.55
Sedenticellula	Bra	inart	7.6	365.55
Semiproductus	Bra	inart	52.2375	365.55
Sentosia	Bra	inart	32.25	365.55
Shumardella	Bra	inart	21.2	365.55
Sinotectirostrum	Bra	inart	17.54	365.55
Siphonotreta	Bra	inart	22.30588235	365.55
Sphenospira	Bra	inart	47.22	365.55
Spinatrypa	Bra	inart	27.835	365.55
Spinocarinifera	Bra	inart	16.14	365.55
Spirifer	Bra	inart	103.75	365.55
Spirigerella	Bra	inart	25.2	365.55
Steinhagella	Bra	inart	24.17	365.55
Stenoscisma	Bra	inart	40.82666667	365.55
Streptorhynchus	Bra	inart	15.71333333	365.55
Striatochonetes	Bra	inart	7.44	365.55
Strophalosia	Bra	inart	38.57333333	365.55
Strophodonta	Bra	inart	27.4	365.55
Strophopleura	Bra	inart	31.66	365.55
Sulcatospirifer	Bra	inart	29.1	365.55
Svalbardia	Bra	inart	11.87142857	365.55
Syringospira	Bra	inart	58.19	365.55
Syringothyris	Bra	inart	68.04	365.55
Tarutiglossa	Bra	inart	15.17575758	365.55
Tenticospirifer	Bra	inart	25.59	365.55
Tenuisinurostrum	Bra	inart	22.86	365.55
Thiemella	Bra	inart	15.42666667	365.55
Tomasina	Bra	inart	30.45	365.55
Torynifer	Bra	inart	34.08	365.55
Toryniferella	Bra	inart	32.15	365.55
Trifidorostellum	Bra	inart	26.82	365.55
Trigonoglossa	Bra	inart	25.11428571	365.55
Tylothyris	Bra	inart	36.21	365.55
Uchtospirifer	Bra	inart	31.83	365.55
Unispirifer	Bra	inart	67.71	365.55
Voiseyella	Bra	inart	31.85	365.55
Wadiglossa	Bra	inart	9.978	365.55
Warrenella	Bra	inart	17.33	365.55
Whidbornella	Bra	inart	34.39	365.55
Yunnanella	Bra	inart	20.63333333	365.55
Acutatheca	Bra	inart	11.89	377.45
Adolfia	Bra	inart	36.61	377.45
Adolfispirifer	Bra	inart	18.29	377.45
Afilasma	Bra	inart	27.73	377.45
Allanella	Bra	inart	33.17	377.45
Ambocoelia	Bra	inart	5.72	377.45
Ambothyris	Bra	inart	7.97	377.45
Anathyris	Bra	inart	53.72	377.45
Anatrypa	Bra	inart	16.665	377.45
Apousiella	Bra	inart	28.72	377.45
Athyris	Bra	inart	19.576	377.45
Athyrisina	Bra	inart	27.99	377.45
Atribonium	Bra	inart	12.075	377.45
Atrypa	Bra	inart	33.555	377.45
Atryparia	Bra	inart	27.735	377.45
Atrythyris	Bra	inart	24.75333333	377.45
Aulacella	Bra	inart	14.98666667	377.45
Barroisella	Bra	inart	8.320967742	377.45
Beckmannia	Bra	inart	7.456666667	377.45
Bergalaria	Bra	inart	17.955	377.45
Biernatella	Bra	inart	8.72	377.45
Calvinaria	Bra	inart	29.425	377.45
Camarotoechia	Bra	inart	22.15	377.45
Carinatina	Bra	inart	16.12	377.45
Cariniferella	Bra	inart	38.35	377.45
Caryona	Bra	inart	17.71	377.45
Caryorhynchus	Bra	inart	20.83076923	377.45
Cassidirostrum	Bra	inart	18.7	377.45
Centronella	Bra	inart	14.785	377.45
Chapinella	Bra	inart	10.25	377.45
Chonetes	Bra	inart	18.39	377.45
Chonetipustula	Bra	inart	20.83	377.45
Chonetoidea	Bra	inart	8.9	377.45
Coeloterorhynchus	Bra	inart	21.12	377.45
Comiotoechia	Bra	inart	9.925	377.45
Composita	Bra	inart	16.49333333	377.45
Costatrypa	Bra	inart	22.375	377.45
Cranaena	Bra	inart	9.445	377.45
Crania	Bra	inart	10.67333333	377.45
Crinisarina	Bra	inart	23	377.45
Cryptonella	Bra	inart	61.32	377.45
Cupularostrum	Bra	inart	14.05	377.45
Cyrtina	Bra	inart	19.26	377.45
Cyrtiopsis	Bra	inart	26.27	377.45
Cyrtospirifer	Bra	inart	43.47	377.45
Davidsonia	Bra	inart	17.675	377.45
Delthyris	Bra	inart	33.1	377.45
Desquamatia	Bra	inart	26.96	377.45
Devonalosia	Bra	inart	13.195	377.45
Devonochonetes	Bra	inart	23.276	377.45
Devonoproductus	Bra	inart	13.255	377.45
Dichacaenia	Bra	inart	22.51333333	377.45
Dielasma	Bra	inart	32.83	377.45
Dignomia	Bra	inart	53.7375	377.45
Discina	Bra	inart	6.564	377.45
Douvillina	Bra	inart	22.75333333	377.45
Douvillinaria	Bra	inart	11.84	377.45
Echinocoelia	Bra	inart	7.71	377.45
Echinoconchus	Bra	inart	56.59	377.45
Elita	Bra	inart	33.67	377.45
Emanuella	Bra	inart	10.01	377.45
Eomartiniopsis	Bra	inart	22.52	377.45
Eoparaphorhynchus	Bra	inart	23.46	377.45
Eoschuchertella	Bra	inart	35.56666667	377.45
Eostrophalosia	Bra	inart	15.01	377.45
Eumetabolotoechia	Bra	inart	26.54	377.45
Eumetria	Bra	inart	20.26	377.45
Euryspirifer	Bra	inart	64.24	377.45
Exatrypa	Bra	inart	26.15	377.45
Fitzroyella	Bra	inart	5.66	377.45
Floweria	Bra	inart	16.53	377.45
Gamphalosia	Bra	inart	16.02	377.45
Gibberosatrypa	Bra	inart	23.335	377.45
Girtyella	Bra	inart	13.32	377.45
Globosochonetes	Bra	inart	4.810666667	377.45
Globulirhynchia	Bra	inart	17.55	377.45
Goniophoria	Bra	inart	32.04	377.45
Gypidula	Bra	inart	23.05	377.45
Gypidulina	Bra	inart	41.26	377.45
Gypiduloides	Bra	inart	7.228888889	377.45
Howellella	Bra	inart	6.06	377.45
Hypothyridina	Bra	inart	25.72	377.45
Hypsomyonia	Bra	inart	2.764	377.45
Independatrypa	Bra	inart	47.6	377.45
Indospirifer	Bra	inart	21.58	377.45
Iowatrypa	Bra	inart	13.935	377.45
Isopoma	Bra	inart	9.593333333	377.45
Kassinella	Bra	inart	7.26	377.45
Kayserella	Bra	inart	7.56	377.45
Kransia	Bra	inart	10.12333333	377.45
Ladogia	Bra	inart	39.9	377.45
Ladogilina	Bra	inart	16.14	377.45
Leioproductus	Bra	inart	15.95	377.45
Leiorhynchoidea	Bra	inart	23.78	377.45
Leiorhynchus	Bra	inart	17.17333333	377.45
Leptaena	Bra	inart	33.29333333	377.45
Leptagonia	Bra	inart	34.96666667	377.45
Libyaerhynchus	Bra	inart	15.085	377.45
Lingula	Bra	inart	69.6625	377.45
Lingulipora	Bra	inart	11.19393939	377.45
Lingulodiscina	Bra	inart	16.35263158	377.45
Longispina	Bra	inart	8.503333333	377.45
Lorangerella	Bra	inart	10.82173913	377.45
Martinia	Bra	inart	83.12	377.45
Megachonetes	Bra	inart	43.032	377.45
Mennespirifer	Bra	inart	25.08	377.45
Merista	Bra	inart	25.45333333	377.45
Meristella	Bra	inart	30.18666667	377.45
Monelasmina	Bra	inart	5.383333333	377.45
Mucrospirifer	Bra	inart	91.06	377.45
Neocrania	Bra	inart	11.38333333	377.45
Neoglobithyris	Bra	inart	18.51111111	377.45
Nervostrophia	Bra	inart	32.42	377.45
Nucleospira	Bra	inart	10.908	377.45
Orbiculoidea	Bra	inart	8.915	377.45
Orthis	Bra	inart	12.52	377.45
Orthospirifer	Bra	inart	58.41	377.45
Orthotetes	Bra	inart	40.2	377.45
Overtonia	Bra	inart	26.5	377.45
Pachyplaxoides	Bra	inart	15.16666667	377.45
Parapugnax	Bra	inart	23.31	377.45
Parazyga	Bra	inart	22.68	377.45
Petrocrania	Bra	inart	11.5175	377.45
Philhedra	Bra	inart	12.11	377.45
Platyrachella	Bra	inart	34.61	377.45
Platyspirifer	Bra	inart	38.09	377.45
Platyterorhynchus	Bra	inart	22.73	377.45
Plectospira	Bra	inart	8.486666667	377.45
Plicatifera	Bra	inart	34.33	377.45
Plicochonetes	Bra	inart	21.21333333	377.45
Praewaagenoconcha	Bra	inart	15.94	377.45
Productella	Bra	inart	14.11	377.45
Productellana	Bra	inart	23.41	377.45
Pseudoatrypa	Bra	inart	27.73	377.45
Pseudogruenewaldt	Bra	inart	27	377.45
Ptychomaletoechia	Bra	inart	18.61	377.45
Pugnax	Bra	inart	32.42	377.45
Pugnoides	Bra	inart	12.43	377.45
Radiatrypa	Bra	inart	14.73	377.45
Retichonetes	Bra	inart	7.188	377.45
Reticularia	Bra	inart	31.87	377.45
Retzia	Bra	inart	16.76	377.45
Rhipidomella	Bra	inart	23.89	377.45
Rhynchonella	Bra	inart	16.68	377.45
Rhynchonelloidea	Bra	inart	15.11	377.45
Rhynchospirina	Bra	inart	16.52	377.45
Rhynchotreta	Bra	inart	11.73	377.45
Rhyssochonetes	Bra	inart	7.175	377.45
Rigauxia	Bra	inart	10.06	377.45
Ripidiorhynchus	Bra	inart	17.16	377.45
Rugosatrypa	Bra	inart	12.74	377.45
Schellwienella	Bra	inart	45.99	377.45
Schizophoria	Bra	inart	40.08666667	377.45
Schuchertella	Bra	inart	20.38666667	377.45
Schuchertellopsis	Bra	inart	14.67	377.45
Septothyris	Bra	inart	13.155	377.45
Seratrypa	Bra	inart	33.8	377.45
Sieberella	Bra	inart	26.42	377.45
Sinospirifer	Bra	inart	31.18	377.45
Siphonotreta	Bra	inart	22.30588235	377.45
Skenidium	Bra	inart	4.588333333	377.45
Spinatrypa	Bra	inart	27.835	377.45
Spinatrypina	Bra	inart	20.47	377.45
Spinocyrtia	Bra	inart	69.15	377.45
Spinulicosta	Bra	inart	15.255	377.45
Spirifer	Bra	inart	103.75	377.45
Spirigerella	Bra	inart	25.2	377.45
Steinhagella	Bra	inart	24.17	377.45
Stenoscisma	Bra	inart	40.82666667	377.45
Streptorhynchus	Bra	inart	15.71333333	377.45
Striatochonetes	Bra	inart	7.44	377.45
Stringocephalus	Bra	inart	82.96	377.45
Strophalosia	Bra	inart	38.57333333	377.45
Strophodonta	Bra	inart	27.4	377.45
Strophonella	Bra	inart	55.11	377.45
Strophonelloides	Bra	inart	37.94	377.45
Sulcatostrophia	Bra	inart	12.23	377.45
Svalbardia	Bra	inart	11.87142857	377.45
Tarutiglossa	Bra	inart	15.17575758	377.45
Tecnocyrtina	Bra	inart	12.26	377.45
Teichertina	Bra	inart	6.46	377.45
Tenticospirifer	Bra	inart	25.59	377.45
Theodossia	Bra	inart	112.4	377.45
Thiemella	Bra	inart	15.42666667	377.45
Tomasina	Bra	inart	30.45	377.45
